query,queryId,retrievalQuery,queryConcentration,queryQuantity,queryDosageForm,cardIndex,cardRank,pharmacy,upstreamName,canonicalName,cardMatchKey,cardPresentationKey,offerMatchKey,offerCombinationKey,offerVariantKey,offerDosageForm,offerUnitCount,offerConcentration,offerConcentrationLevel,offerParsedFirstMagnitude,brand,manufacturer,activeIngredient,brandSource,laboratory,isBioequivalent,lexicalMatch,concentrationMatch,cfmId,effective,hasStock,onlineUrl,offersInCard
ibuprofeno,ibuprofeno,ibuprofeno,,,,61,62,sermecoop,Ibupirac Lc (ibuprofeno) 600mg 10  Cápsulas Blandas,Ibupirac LC 600 mg x 10 Cápsulas Blandas,ibupirac|600mg|10,ibupirac|600mg|10|bio:true|brand:unknown|var:lc|form:solid-oral,ibupirac|600mg|10,,lc,solid-oral,10,,,600mg,,,,unknown,,true,exact,,CFM-000124,3990,true,https://comparafarma-api.vercel.app/api/go?slug=sermecoop&matchKey=ibupirac%7C600mg%7C10&url=https%3A%2F%2Fwww.farmaciasermecoop.cl%2Findex.php%2Fonline%2Fdetalleproducto%3Fp_%3D8620%26d_%3D1&cfmId=CFM-000124,2
ibuprofeno,ibuprofeno,ibuprofeno,,,,62,63,ecofarmacias,Ibuprofeno Ibupirac Flu Forte suspensión DESCUENTO caja dañada,Ibuprofeno Ibupirac Flu Forte suspensión DESCUENTO caja dañada,ibuprofeno,ibuprofeno|bio:unknown|brand:unknown|var:ibupirac|form:fluid-oral,ibuprofeno,,ibupirac,fluid-oral,,,,,,,ibuprofeno,unknown,,,exact,,CFM-000134,3980,false,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=ibuprofeno&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Fibupirac-flu-forte-suspension-descuento-caja-danada%2F&cfmId=CFM-000134,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,63,64,ecofarmacias,Pyriped Ibuprofeno Suspension Oral 200mg/5ml 100ml,Pyriped Ibuprofeno Suspension Oral 200mg/5ml 100ml,pyriped|100ml,pyriped|100ml|bio:unknown|brand:unknown|form:fluid-oral,pyriped|100ml,,,fluid-oral,,200mg/5ml,ratio,200mg/5ml,Pyriped,,ibuprofeno,name,,,exact,,CFM-000098,3990,false,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=pyriped%7C100ml&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Fibuprofeno-suspension-oral-200mg-5ml-100ml-2%2F&cfmId=CFM-000098,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,64,65,araucomed,Dolorub 5% crema 60 g,Dolorub 5% crema 60 g,dolorub|60000mg,dolorub|60000mg|bio:unknown|brand:maver|form:topical,dolorub|60000mg,,,topical,,,,5%,,Maver,,unknown,Maver,,compatible,,CFM-000126,3990,true,https://comparafarma-api.vercel.app/api/go?slug=araucomed&matchKey=dolorub%7C60000mg&url=https%3A%2F%2Ffarmacia.araucomed.com%2Fanalgesicos-y-antinflamatorios%2Fdolorub-5-crema-60g&cfmId=CFM-000126,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,65,66,araucomed,Ibucalm 600 mg x 20 cápsulas blandas.,Ibucalm 600 mg x 20 cápsulas blandas.,ibucalm|600mg|20,ibucalm|600mg|20|bio:unknown|brand:opko|form:solid-oral,ibucalm|600mg|20,,,solid-oral,20,,,600mg,,Opko,,unknown,Opko,,compatible,,CFM-000147,3990,true,https://comparafarma-api.vercel.app/api/go?slug=araucomed&matchKey=ibucalm%7C600mg%7C20&url=https%3A%2F%2Ffarmacia.araucomed.com%2Fgenito-urinario%2Fibucalm-600-mg-x-20-capsulas-blandas&cfmId=CFM-000147,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,66,67,araucomed,Dolorub 5% gel x 60 gramos.,Dolorub 5% gel x 60 gramos.,dolorub|60,dolorub|60|bio:unknown|brand:maver|form:topical,dolorub|60,,,topical,,,,5%,,Maver,,unknown,Maver,,compatible,,CFM-000132,3990,true,https://comparafarma-api.vercel.app/api/go?slug=araucomed&matchKey=dolorub%7C60&url=https%3A%2F%2Ffarmacia.araucomed.com%2Fanalgesicos-y-antinflamatorios%2Fdolorub-5-gel-60g&cfmId=CFM-000132,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,67,68,ecofarmacias,Dolorub Ibuprofeno Gel 60g DESCUENTO,Dolorub Ibuprofeno Gel 60g DESCUENTO,dolorub|60000mg,dolorub|60000mg|bio:unknown|brand:unknown|form:topical,dolorub|60000mg,,,topical,,,,60g,Dolorub,,ibuprofeno,name,,,exact,,CFM-000126,3990,false,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=dolorub%7C60000mg&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Fdolorub-ibuprofeno-gel-60g-descuento%2F&cfmId=CFM-000126,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,68,69,farmex,Ibupirac Forte Suspensión Oral 200 mg / 5 mL x 100 mL,Ibupirac Forte Suspensión Oral 200 mg / 5 mL x 100 mL,ibupirac|100ml|100,ibupirac|100ml|100|bio:unknown|brand:chemofarma|var:forte|form:fluid-oral,ibupirac|100ml|100,,forte,fluid-oral,,200mg/5ml,ratio,200mg/5ml,,Chemofarma,,unknown,CHEMOFARMA,,compatible,,CFM-000140,3990,true,https://comparafarma-api.vercel.app/api/go?slug=farmex&matchKey=ibupirac%7C100ml%7C100&url=https%3A%2F%2Ffarmex.cl%2Fproducts%2Fibupirac-forte-chemo%3F_pos%3D7%26_psq%3Dibuprofeno%26_psid%3D7d8ddb33d%26_ss%3De&cfmId=CFM-000140,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,69,70,ahumada,Ibupirac Forte 200 mg/5 mL x 100 mL Suspensión Oral,Ibupirac Forte 200 mg/5 mL x 100 mL Suspensión Oral,ibupirac|100ml|100,ibupirac|100ml|100|bio:unknown|brand:unknown|var:forte|form:fluid-oral,ibupirac|100ml|100,,forte,fluid-oral,,200mg/5ml,ratio,200mg/5ml,,,,unknown,,,compatible,,CFM-000140,4189,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=ibupirac%7C100ml%7C100&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fibupirac-forte-200-mg-5-ml-x-100-ml-suspension-oral-26091.html&cfmId=CFM-000140,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,70,71,cruz-verde,Ibucalm Ibuprofeno 400 mg 10 Cápsulas blandas,Ibucalm Ibuprofeno 400 mg 10 Cápsulas blandas,ibucalm|400mg|10,ibucalm|400mg|10|bio:unknown|brand:unknown|form:solid-oral,ibucalm|400mg|10,,,solid-oral,10,,,400mg,Ibucalm,,ibuprofeno,name,,,exact,,CFM-000111,4240,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=ibucalm%7C400mg%7C10&url=https%3A%2F%2Fwww.cruzverde.cl%2Fibucalm-ibuprofeno-400-mg-10-capsulas-blandas%2F545276.html&cfmId=CFM-000111,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,71,72,ahumada,Dolorub 5 % x 45 g Crema Topica,Dolorub 5 % x 45 g Crema Topica,dolorub|45000mg|45,dolorub|45000mg|45|bio:unknown|brand:unknown|form:topical,dolorub|45000mg|45,,,topical,,,,5%,,,,unknown,,,compatible,,CFM-000144,4349,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=dolorub%7C45000mg%7C45&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fdolorub-5-x-45-g-crema-topica-79224.html&cfmId=CFM-000144,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,72,73,cruz-verde,Ibupirac LC Ibuprofeno 600 mg 10 Cápsulas Blandas,Ibupirac LC Ibuprofeno 600 mg 10 Cápsulas Blandas,ibupirac|600mg|10,ibupirac|600mg|10|bio:unknown|brand:unknown|var:lc|form:solid-oral,ibupirac|600mg|10,,lc,solid-oral,10,,,600mg,Ibupirac,,ibuprofeno,name,,,exact,,CFM-000124,4390,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=ibupirac%7C600mg%7C10&url=https%3A%2F%2Fwww.cruzverde.cl%2Fibupirac-lc-ibuprofeno-600-mg-10-capsulas-blandas%2F266410.html&cfmId=CFM-000124,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,73,74,cruz-verde,Pyriped Ibuprofeno 400 mg 20 Cápsulas Blandas,Pyriped Ibuprofeno 400 mg 20 Cápsulas Blandas,pyriped|400mg|20,pyriped|400mg|20|bio:unknown|brand:unknown|form:solid-oral,pyriped|400mg|20,,,solid-oral,20,,,400mg,Pyriped,,ibuprofeno,name,,,exact,,CFM-000148,4490,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=pyriped%7C400mg%7C20&url=https%3A%2F%2Fwww.cruzverde.cl%2Fpyriped-ibuprofeno-400-mg-20-capsulas-blandas%2F263909.html&cfmId=CFM-000148,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,74,75,ecofarmacias,Ibuprofeno Deucodol Forte  200 mg/5 ml x 120 ml,Ibuprofeno Deucodol Forte  200 mg/5 ml x 120 ml,ibuprofeno|120ml|120,ibuprofeno|120ml|120|bio:unknown|brand:unknown|var:deucodol,ibuprofeno|120ml|120,,deucodol,,,200mg/5ml,ratio,200mg/5ml,,,ibuprofeno,unknown,,,exact,,CFM-000119,4690,false,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=ibuprofeno%7C120ml%7C120&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Fibuprofeno-deucodol-forte-200-mg-5-ml-x-120-ml%2F&cfmId=CFM-000119,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,75,76,ahumada,Actron 600 mg x 10 Cápsulas Blandas,Actron 600 Mg 10 Cap blandas,actron|600mg|10,actron|600mg|10|bio:unknown|brand:unknown|form:solid-oral,actron|600mg|10,,,solid-oral,10,,,600mg,,,,unknown,,,compatible,,CFM-000104,4849,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=actron%7C600mg%7C10&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Factron-600-mg-x-10-capsulas-blandas-48361.html&cfmId=CFM-000104,2
ibuprofeno,ibuprofeno,ibuprofeno,,,,75,76,easyfarma,Actron 600 Mg 10 Cap blandas,Actron 600 Mg 10 Cap blandas,actron|600mg|10,actron|600mg|10|bio:unknown|brand:unknown|form:solid-oral,actron|600mg|10,,,solid-oral,10,,,600mg,,,,unknown,,,compatible,,CFM-000104,6490,true,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=actron%7C600mg%7C10&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F25052-actron-600mg-x-10.html&cfmId=CFM-000104,2
ibuprofeno,ibuprofeno,ibuprofeno,,,,76,77,easyfarma,Dolorub 5% Crema Topica Con...,Dolorub 5% Crema Topica Con...,dolorub,dolorub|bio:unknown|brand:unknown|form:topical,dolorub,,,topical,,,,5%,,,,unknown,,,exact,,CFM-000131,4990,true,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=dolorub&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F104955-dolorub-5-crema-topica-con-aplicador-60-gr.html&cfmId=CFM-000131,2
ibuprofeno,ibuprofeno,ibuprofeno,,,,76,77,cruz-verde,Dolorub Ibuprofeno 5% Crema Tópica 60 gr,Dolorub 5% Crema Topica Con...,dolorub,dolorub|bio:unknown|brand:unknown|form:topical,dolorub,,,topical,,,,5%,,,,unknown,,,exact,,CFM-000131,7490,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=dolorub&url=https%3A%2F%2Fwww.cruzverde.cl%2Fdolorub-ibuprofeno-5-crema-topica-60-gr%2F72106.html&cfmId=CFM-000131,2
ibuprofeno,ibuprofeno,ibuprofeno,,,,77,78,ecofarmacias,Ibucalm Ibuprofeno 600 Mg X 20 Capsulas blandas (Opko),Ibucalm Ibuprofeno 600 Mg X 20 Capsulas blandas (Opko),ibucalm|600mg|20,ibucalm|600mg|20|bio:true|brand:unknown|form:solid-oral,ibucalm|600mg|20,,,solid-oral,20,,,600mg,Ibucalm,,ibuprofeno,name,,true,exact,,CFM-000147,4990,false,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=ibucalm%7C600mg%7C20&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Fibucalm-ibuprofeno-600-mg-x-10-capsulas-blandas-opko%2F&cfmId=CFM-000147,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,78,79,easyfarma,DorAliv 600 mg x 10...,DorAliv 600 mg x 10...,doraliv|600mg|10,doraliv|600mg|10|bio:unknown|brand:unknown,doraliv|600mg|10,,,,10,,,600mg,,,,unknown,,,compatible,,CFM-000138,4990,true,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=doraliv%7C600mg%7C10&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F104970-doraliv-600-mg-x-10-capsulas-blandas.html&cfmId=CFM-000138,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,79,80,salcobrand,DorAliv (B) Ibuprofeno 400mg 20 Cápsulas Blandas,DorAliv (B) Ibuprofeno 400mg 20 Cápsulas Blandas,doraliv|400mg|20,doraliv|400mg|20|bio:unknown|brand:notts|form:solid-oral,doraliv|400mg|20,,,solid-oral,20,,,400mg,Notts,,ibuprofeno,structured,Notts,,exact,,CFM-000121,5103,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=doraliv%7C400mg%7C20&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fdoraliv-b-ibuprofeno-400mg-20-capsulas-blandas%3Fdefault_sku%3D585398&cfmId=CFM-000121,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,80,81,ahumada,Deucodol Forte 200 mg/5 mL x 120 mL Suspension Oral,Deucodol Forte 200 mg/5 mL x 120 mL Suspension Oral,deucodol|120ml|120,deucodol|120ml|120|bio:unknown|brand:unknown|var:forte|form:fluid-oral,deucodol|120ml|120,,forte,fluid-oral,,200mg/5ml,ratio,200mg/5ml,,,,unknown,,,compatible,,CFM-000101,5173,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=deucodol%7C120ml%7C120&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fdeucodol-forte-200-mg-5-ml-x-120-ml-suspension-oral-92249.html&cfmId=CFM-000101,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,81,82,cruz-verde,Dolorub Analgesica-Antiinflamatoria Ibuprofeno 5% Crema Tópica 45 gr,Dolorub Analgesica-Antiinflamatoria Ibuprofeno 5% Crema Tópica 45 gr,dolorub,dolorub|bio:unknown|brand:unknown|var:analgesicaantiinflamatoria|form:topical,dolorub,,analgesicaantiinflamatoria,topical,,,,5%,Dolorub,,ibuprofeno,name,,,exact,,CFM-000131,5190,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=dolorub&url=https%3A%2F%2Fwww.cruzverde.cl%2Fdolorub-analgesica-antiinflamatoria-ibuprofeno-5-crema-topica-45-gr%2F273313.html&cfmId=CFM-000131,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,82,83,cruz-verde,Ibucalm Ibuprofeno 600 mg 10 Cápsulas blandas,Ibucalm Ibuprofeno 600 mg 10 Cápsulas blandas,ibucalm|600mg|10,ibucalm|600mg|10|bio:unknown|brand:unknown|form:solid-oral,ibucalm|600mg|10,,,solid-oral,10,,,600mg,Ibucalm,,ibuprofeno,name,,,exact,,CFM-000129,5280,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=ibucalm%7C600mg%7C10&url=https%3A%2F%2Fwww.cruzverde.cl%2Fibucalm-ibuprofeno-600-mg-10-capsulas-blandas%2F545277.html&cfmId=CFM-000129,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,83,84,salcobrand,Ibuprofeno 200mg Jarabe 120ml,Ibuprofeno 200mg Jarabe 120ml,ibuprofeno|120ml,ibuprofeno|120ml|bio:unknown|brand:unknown|form:fluid-oral,ibuprofeno|120ml,,,fluid-oral,,200mg,absolute,200mg,,,ibuprofeno,unknown,Ibuprofeno,,exact,,CFM-000110,5367,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=ibuprofeno%7C120ml&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fibuprofeno-200mg-jarabe-120ml%3Fdefault_sku%3D577406&cfmId=CFM-000110,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,84,85,salcobrand,IbuAliv Forte Ibuprofeno 200mg/5ml Jarabe 100ml,IbuAliv Forte Ibuprofeno 200mg/5ml Jarabe 100ml,ibualiv|100ml,ibualiv|100ml|bio:unknown|brand:notts|var:forte|form:fluid-oral,ibualiv|100ml,,forte,fluid-oral,,200mg/5ml,ratio,200mg/5ml,Notts,,ibuprofeno,structured,Notts,,exact,,CFM-000155,5524,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=ibualiv%7C100ml&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fibualiv-forte-ibuprofeno-200mg-5ml-jarabe-100ml%3Fdefault_sku%3D588160&cfmId=CFM-000155,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,85,86,salcobrand,Ipson Forte Infantil Ibuprofeno 120ml,Ipson Forte Infantil Ibuprofeno 120ml,ipson|120ml,ipson|120ml|bio:unknown|brand:ipsonfortepediatrico|var:forte,ipson|120ml,,forte,,,,,120ml,Ipson Forte Pediatrico,,ibuprofeno,structured,Ipson Forte Pediatrico,,exact,,CFM-000103,5576,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=ipson%7C120ml&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fipson-forte-infantil-ibuprofeno-jarabe-120ml%3Fdefault_sku%3D2971444&cfmId=CFM-000103,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,86,87,salcobrand,Actron Ibuprofeno 600mg 10 Cápsulas Blandas,Actron Ibuprofeno 600mg 10 Cápsulas Blandas,actron|600mg|10,actron|600mg|10|bio:unknown|brand:actron|form:solid-oral,actron|600mg|10,,,solid-oral,10,,,600mg,Actron,,ibuprofeno,structured,Actron,,exact,,CFM-000104,5620,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=actron%7C600mg%7C10&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fbayer-actron-ibuprofeno-600mg-10-capsulas-blandas%3Fdefault_sku%3D151610&cfmId=CFM-000104,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,87,88,salcobrand,Ipson Infantil Ibuprofeno 120ml,Ipson Infantil Ibuprofeno 120ml,ipson|120ml,ipson|120ml|bio:unknown|brand:ipson|var:infantil,ipson|120ml,,infantil,,,,,120ml,Ipson,,ibuprofeno,structured,Ipson,,exact,,CFM-000103,5625,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=ipson%7C120ml&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fipson-infantil-ibuprofeno-jarabe-120ml%3Fdefault_sku%3D2971304&cfmId=CFM-000103,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,88,89,ahumada,Niofen Forte 200 mg/5 mL x 120 mL Suspensión Oral,Niofen Forte 200 mg/5 mL x 120 mL Suspensión Oral,niofen|120ml|120,niofen|120ml|120|bio:unknown|brand:unknown|var:forte|form:fluid-oral,niofen|120ml|120,,forte,fluid-oral,,200mg/5ml,ratio,200mg/5ml,,,,unknown,,,compatible,,CFM-000149,5818,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=niofen%7C120ml%7C120&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fniofen-forte-200-mg-5-ml-x-120-ml-suspension-oral-11882.html&cfmId=CFM-000149,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,89,90,ahumada,Actron 400mg X 20 Capsulas Blandas,Actron 400mg X 20 Capsulas Blandas,actron|400mg|20,actron|400mg|20|bio:unknown|brand:unknown|form:solid-oral,actron|400mg|20,,,solid-oral,20,,,400mg,,,,unknown,,,exact,,CFM-000133,5819,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=actron%7C400mg%7C20&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Factron-400mg-x-20-capsulas-blandas-89764.html&cfmId=CFM-000133,2
ibuprofeno,ibuprofeno,ibuprofeno,,,,89,90,cruz-verde,Actron Ibuprofeno 400 mg 20 Cápsulas Blandas,Actron 400mg X 20 Capsulas Blandas,actron|400mg|20,actron|400mg|20|bio:unknown|brand:unknown|form:solid-oral,actron|400mg|20,,,solid-oral,20,,,400mg,,,,unknown,,,exact,,CFM-000133,7728,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=actron%7C400mg%7C20&url=https%3A%2F%2Fwww.cruzverde.cl%2Factron-ibuprofeno-400-mg-20-capsulas-blandas%2F393607.html&cfmId=CFM-000133,2
ibuprofeno,ibuprofeno,ibuprofeno,,,,90,91,ahumada,Dolorub 5 % x 60 g Crema Tópica,Dolorub 5 % x 60 g Crema Tópica,dolorub|60000mg|60,dolorub|60000mg|60|bio:unknown|brand:unknown|form:topical,dolorub|60000mg|60,,,topical,,,,5%,,,,unknown,,,compatible,,CFM-000154,5849,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=dolorub%7C60000mg%7C60&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fdolorub-5-x-60-g-crema-topica-13227.html&cfmId=CFM-000154,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,91,92,salcobrand,Deucodol Forte Ibuprofeno 200mg/5ml Jarabe 120ml,Deucodol Forte Ibuprofeno 200mg/5ml Jarabe 120ml,deucodol|120ml,deucodol|120ml|bio:unknown|brand:deucodol|var:forte|form:fluid-oral,deucodol|120ml,,forte,fluid-oral,,200mg/5ml,ratio,200mg/5ml,Deucodol,,ibuprofeno,structured,Deucodol,,exact,,CFM-000156,5983,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=deucodol%7C120ml&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fdeucodol-forte-ibuprofeno-200mg-5ml-jarabe-120ml%3Fdefault_sku%3D2100051&cfmId=CFM-000156,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,92,93,araucomed,Pironal Flu Forte x 12 comprimidos.,Pironal Flu Forte x 12 comprimidos.,pironal|12,pironal|12|bio:unknown|brand:bago|var:flu|form:solid-oral,pironal|12,,flu,solid-oral,12,,,,,Bagó,,unknown,Bagó,,compatible,,CFM-000117,5990,true,https://comparafarma-api.vercel.app/api/go?slug=araucomed&matchKey=pironal%7C12&url=https%3A%2F%2Ffarmacia.araucomed.com%2Fdescongestionantes%2Fpironal-flu-forte-x12com&cfmId=CFM-000117,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,93,94,easyfarma,DorAliv 600 Mg 20 Caps....,DorAliv 600 Mg 20 Caps....,doraliv|600mg,doraliv|600mg|bio:unknown|brand:unknown|form:solid-oral,doraliv|600mg,,,solid-oral,20,,,600mg,,,,unknown,,,compatible,,CFM-001061,5990,true,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=doraliv%7C600mg&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F105031-doraliv-600-mg-20-caps-blandas.html&cfmId=CFM-001061,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,94,95,salcobrand,DorAliv (B) Ibuprofeno 600mg 10 Cápsulas Blandas,DorAliv (B) Ibuprofeno 600mg 10 Cápsulas Blandas,doraliv|600mg|10,doraliv|600mg|10|bio:unknown|brand:notts|form:solid-oral,doraliv|600mg|10,,,solid-oral,10,,,600mg,Notts,,ibuprofeno,structured,Notts,,exact,,CFM-000138,6159,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=doraliv%7C600mg%7C10&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fdoraliv-b-ibuprofeno-600mg-10-capsulas-blandas%3Fdefault_sku%3D583222&cfmId=CFM-000138,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,95,96,salcobrand,Actron (R) Ibuprofeno 400mg 20 Cápsulas Blandas,Actron (R) Ibuprofeno 400mg 20 Cápsulas Blandas,actron|400mg|20,actron|400mg|20|bio:unknown|brand:actron|form:solid-oral,actron|400mg|20,,,solid-oral,20,,,400mg,Actron,,ibuprofeno,structured,Actron,,exact,,CFM-000133,6383,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=actron%7C400mg%7C20&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Factron-r-ibuprofeno-400mg-20-capsulas-blandas%3Fdefault_sku%3D578998&cfmId=CFM-000133,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,96,97,ahumada,Ipson 100 mg/5 mL x 120 mL Suspensión Oral,Ipson 100 mg/5 mL x 120 mL Suspensión Oral,ipson|120ml|120,ipson|120ml|120|bio:unknown|brand:unknown|form:fluid-oral,ipson|120ml|120,,,fluid-oral,,100mg/5ml,ratio,100mg/5ml,,,,unknown,,,compatible,,CFM-000151,6582,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=ipson%7C120ml%7C120&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fipson-100-mg-5-ml-x-120-ml-suspension-oral-2531.html&cfmId=CFM-000151,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,97,98,cruz-verde,Ibupirac LC Ibuprofeno 400 mg 20 Cápsulas Blandas,Ibupirac LC Ibuprofeno 400 mg 20 Cápsulas Blandas,ibupirac|400mg|20,ibupirac|400mg|20|bio:unknown|brand:unknown|var:lc|form:solid-oral,ibupirac|400mg|20,,lc,solid-oral,20,,,400mg,Ibupirac,,ibuprofeno,name,,,exact,,CFM-000125,6590,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=ibupirac%7C400mg%7C20&url=https%3A%2F%2Fwww.cruzverde.cl%2Fibupirac-lc-ibuprofeno-400-mg-20-capsulas-blandas%2F257271.html&cfmId=CFM-000125,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,98,99,salcobrand,Ibupirac LC (B) Ibuprofeno 600mg 10 Cápsulas Blandas,Ibupirac LC (B) Ibuprofeno 600mg 10 Cápsulas Blandas,ibupirac|600mg|10,ibupirac|600mg|10|bio:unknown|brand:ibupirac|var:lc|form:solid-oral,ibupirac|600mg|10,,lc,solid-oral,10,,,600mg,Ibupirac,,ibuprofeno,structured,Ibupirac,,exact,,CFM-000124,6599,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=ibupirac%7C600mg%7C10&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fibupirac-lc-b-ibuprofeno-600mg-10-capsulas-blandas%3Fdefault_sku%3D2981664&cfmId=CFM-000124,1
ibuprofeno,ibuprofeno,ibuprofeno,,,,99,100,ahumada,Algiasol Forte 200 mg/5 mL x 100 mL Suspensión Oral,Algiasol Forte 200 mg/5 mL x 100 mL Suspensión Oral,algiasol|100ml|100,algiasol|100ml|100|bio:unknown|brand:unknown|var:forte|form:fluid-oral,algiasol|100ml|100,,forte,fluid-oral,,200mg/5ml,ratio,200mg/5ml,,,,unknown,,,compatible,,CFM-001336,6746,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=algiasol%7C100ml%7C100&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Falgiasol-forte-200-mg-5-ml-x-100-ml-suspension-oral-77693.html&cfmId=CFM-001336,1
