query,pharmacies,canonical_name,base_laboratory,brand,brand_source,manufacturer,active_ingredient
losartan,1,"Corodin (B) Losartán Potásico 50mg 30 Comprimidos Recubiertos","Corodin","Corodin",structured,"","losartan"
losartan,1,"Losapres D 50/12.5 Losartan / Hidroclorotiazida 30 Comprimidos Recubiertos","Losapres D","Losapres D",structured,"",""
losartan,1,"Simperten-D 50/12.5 Hidroclorotiazida / Losartan 30 Comprimidos Recubiertos","Simperten-D","Simperten-D",structured,"",""
losartan,1,"Losapres (B) Losartán 50mg 30 Comprimidos Recubiertos","Losapres ","Losapres",structured,"","losartan"
losartan,1,"Losapres D 100/25 Losartán / Hidroclorotiazida 30 Comprimidos Recubiertos","Losapres","Losapres",structured,"",""
losartan,1,"Hyzaar Losartán Potásico / Hidroclorotiazida 30 Comprimidos Recubiertos","Hyzaar","Hyzaar",structured,"",""
losartan,1,"Hyzaar Forte Hidroclorotiazida / Losartán 30 Comprimidos Recubiertos","Hyzaar","Hyzaar",structured,"",""
losartan,1,"Cozaar (R) Losartán 50mg 30 Comprimidos Recubiertos","Cozaar","Cozaar",structured,"","losartan"
losartan,1,"Cozaar (R) Losartán 100mg 30 Comprimidos Recubiertos","Cozaar","Cozaar",structured,"","losartan"
omeprazol,3,"Omeprazol 20 mg. x 60 cap....","","",unknown,"",""
omeprazol,4,"Omeprazol 20 mg x 30 cap...","","",unknown,"",""
omeprazol,1,"Lomex 20 Mg X 28 Caps","","",unknown,"",""
omeprazol,3,"Omeprazol 20 mg x 30 capsulas","ASCEND","",unknown,"Ascend",""
omeprazol,2,"Esomeprazol 40 mg x 30 comprimidos","OPKO","",unknown,"Opko",""
omeprazol,2,"Esomeprazol 20 mg x 30 comprimidos","OPKO","",unknown,"Opko",""
omeprazol,1,"Esomeprazol 20 mg 30 cápsulas con gránulos con recubrimiento entérico","ASCEND","",unknown,"Ascend",""
omeprazol,1,"Esomeprazol 40 mg 30 cápsulas con gránulos con recubrimiento entérico","ASCEND","",unknown,"Ascend",""
omeprazol,1,"Flectane naproxeno 500 mg esomeprazol 20 mg 30 comprimidos con recubrimiento entérico","SANITAS","Flectane",name,"Sanitas","naproxeno"
omeprazol,1,"Omeprazol 20 mg x 30 cápsulas. (Curae Spring)","CuraeSpring","",unknown,"CuraeSpring",""
omeprazol,2,"Omeprazol 20 mg x 30 cápsulas","CHILE","",unknown,"Chile",""
omeprazol,1,"Zomel 40 mg x 30 comprimidos.","","",unknown,"",""
omeprazol,1,"Zomel 20 mg x 30 comprimidos.","","",unknown,"",""
omeprazol,1,"Omeprazol 20 mg x 60 cápsulas. (Curae Spring)","CuraeSpring","",unknown,"CuraeSpring",""
omeprazol,2,"Omeprazol 20 mg x 60 cápsulas","Opko","",unknown,"Opko",""
omeprazol,2,"Omeprazol 20 mg x 60 capsulas","Ascend","",unknown,"Ascend",""
omeprazol,1,"Omeprazol 40 mg/10 ml. Inyectable x 1 Frasco Ampolla (Hospifarma)","Hospifarma","",unknown,"Hospifarma",""
omeprazol,1,"Omeprazol 40 mg Inyectable x 10 Frasco Ampolla (Vitalis)","Vitalis","",unknown,"Vitalis",""
omeprazol,1,"Omeprazol 20mg x60cap. (Chile)","Laboratorio Chile","",unknown,"Laboratorio Chile",""
omeprazol,2,"Omeprazol 20 mg x 30 cápsulas","OPKO","",unknown,"Opko",""
omeprazol,1,"Esomeprazol 40 mg x 30 comp. recubrimiento entérico DESCUENTO","","",unknown,"",""
omeprazol,2,"Esomeprazol 20 mg x 30 caps...","","",unknown,"",""
omeprazol,2,"Omeprazol 20 mg x 60...","","",unknown,"",""
omeprazol,1,"LOMEX Omeprazol 20 mg 28 c&aacute;psulas","","",unknown,"",""
omeprazol,1,"Obexol 37,7 mg x 30 C&aacute;psulas","","",unknown,"",""
omeprazol,1,"Omeprazol 20 mg x 30...","","",unknown,"",""
omeprazol,1,"Esomeprazol  20 mg x 30...","","",unknown,"",""
omeprazol,1,"Esomeprazol 20 Mg 30...","","",unknown,"",""
omeprazol,1,"Lomex (B) Omeprazol 20mg 28 Capsulas Prolongadas","Lomex","Lomex",structured,"",""
amoxicilina,1,"Zolimax Duo 875/125 Amoxicilina 875 mg 14 Comprimidos","","Zolimax",name,"","amoxicilina"
amoxicilina,1,"Zolimax Duo 875/125 Amoxicilina 875 mg 20 Comprimidos","","Zolimax",name,"","amoxicilina"
amoxicilina,2,"Clavam Duo 875 mg/125 mg x 20 Comprimidos Recubiertos","","",unknown,"",""
amoxicilina,2,"Clavam Duo 875 mg/125 mg x 14 Comprimidos Recubiertos","","",unknown,"",""
amoxicilina,4,"Amoxicilina 500 mg 21 Cápsulas","","",unknown,"","amoxicilina"
amoxicilina,4,"Amoxicilina 750 Mg 10 Comp...","","",unknown,"","amoxicilina"
amoxicilina,2,"Amoxicilina 500 mg + Acido Clavulánico 125 mg 20 Comprimidos","","",unknown,"",""
amoxicilina,1,"Moxivulan 875/125 Amoxicilina 875 mg Ácido Clavulánico 125 mg 14 Comprimidos Recubiertos","","Moxivulan",name,"","amoxicilina"
amoxicilina,2,"Amoxicilina 250 mg/5mL Jarabe 60 mL","","",unknown,"","amoxicilina"
amoxicilina,1,"Amoxicilina 500 mg/5ml Polvo para Suspensi&oacute;n Oral Fco. 60 ml OPKO CHILE S.A.","","",unknown,"","amoxicilina"
amoxicilina,2,"Optamox 875 mg x 14 Comprimidos Recubiertos","","",unknown,"",""
amoxicilina,1,"Novamox Amoxicilina 1000 mg 20 Comprimidos","","Novamox",name,"","amoxicilina"
amoxicilina,2,"Maximox 875 mg/125 mg x 20 Comprimidos Recubiertos","","",unknown,"",""
amoxicilina,1,"Maximox Amoxicilina 875 mg 14 Comprimidos Recubierto","","Maximox",name,"","amoxicilina"
amoxicilina,2,"Novamox 1 g x 14 Comprimidos Dispersables","","",unknown,"",""
amoxicilina,2,"Amobiotic Amoxicilina 1000 mg 14 Comprimidos","","Amobiotic",name,"","amoxicilina"
amoxicilina,1,"Amobiotic Amoxicilina 1000 mg 20 Comprimidos","","Amobiotic",name,"","amoxicilina"
amoxicilina,3,"Amoval Amoxicilina 500 mg 21 Comprimidos","","Amoval",name,"","amoxicilina"
amoxicilina,1,"Amoval Amoxicilina 1000 mg 20 Comprimidos","","Amoval",name,"","amoxicilina"
amoxicilina,2,"AMOVAL Amoxicilina 1 g 14 comprimidos","","AMOVAL",name,"","amoxicilina"
amoxicilina,2,"Amoval Amoxicilina 750 mg 21 Comprimidos","","Amoval",name,"","amoxicilina"
amoxicilina,1,"Clavinex Duo CD Amoxicilina 875 mg 20 Comprimidos","","Clavinex",name,"","amoxicilina"
amoxicilina,1,"Clavinex Duo CD Amoxicilina 875 mg 14 Comprimidos","","Clavinex",name,"","amoxicilina"
amoxicilina,2,"Optamox Amoxicilina 875 mg 21 Comprimidos","","Optamox",name,"","amoxicilina"
amoxicilina,1,"Amoxicilina 875 mg ácido clavulánico 125 mg 14 comprimidos recubiertos","OPKO","",unknown,"Opko","amoxicilina"
amoxicilina,1,"Amoxicilina 500 mg 21 cápsulas","OPKO","",unknown,"Opko","amoxicilina"
amoxicilina,1,"Amoxicilina 750 mg 10 comprimidos","MILAB","",unknown,"Milab","amoxicilina"
amoxicilina,1,"Novamox amoxicilina 1 g 14 comprimidos dispersables","PASTEUR","Novamox",name,"Pasteur","amoxicilina"
amoxicilina,1,"Amoxicilina 500 mg ácido clavulánico 125 mg 20 comprimidos recubiertos","ASCEND","",unknown,"Ascend","amoxicilina"
amoxicilina,1,"Optamox amoxicilina 875 mg 21 comprimidos recubiertos","MEGALABS","Optamox",name,"Megalabs","amoxicilina"
amoxicilina,1,"Amoxicilina 500 mg/5 mL polvo para suspensión oral 60 mL","OPKO","",unknown,"Opko","amoxicilina"
amoxicilina,1,"Amoxicilina 400 mg ácido clavulánico 57 mg polvo para suspensión oral 70 mL","SEVEN PHARMA","",unknown,"Seven Pharma","amoxicilina"
amoxicilina,1,"Amoxicilina 250 mg/5 mL polvo para suspensión oral 60 mL","HOSPIFARMA","",unknown,"Hospifarma","amoxicilina"
amoxicilina,1,"Clavam Duo amoxicilina 400 mg ácido clavulánico 57 mg polvo para suspensión oral 70 mL","EUROFARMA","Clavam",name,"Eurofarma","amoxicilina"
amoxicilina,1,"Amoxicilina 250 mg 500 cápsulas","DR. SIMI","",unknown,"Dr. Simi","amoxicilina"
amoxicilina,1,"Amoxicilina Acido Clavulanico 875/125mg x 20 comprimidos. (CuraeSpring)","CuraeSpring","",unknown,"CuraeSpring",""
amoxicilina,1,"Amoxicilina Acido Clavulanico 500/125 x 20 comprimidos (Ascend)","Ascend","",unknown,"Ascend","amoxicilina"
amoxicilina,1,"Amoxicilina 500 mg x 21 cápsulas. (Mintlab)","Mintlab","",unknown,"Mintlab","amoxicilina"
amoxicilina,1,"Amoxicilina Acido Clavulanico 400/57mg Suspensión oral 70ml (Seven Pharma)","Seven Pharma","",unknown,"Seven Pharma",""
amoxicilina,1,"Amoxicilina Acido Clavulanico 400/57mg Suspensión oral 70ml (Hospifarma)","Hospifarma","",unknown,"Hospifarma",""
amoxicilina,3,"Amoval 1 gramo x 14 comprimidos dispersables.","","",unknown,"",""
amoxicilina,1,"Amobiotic 1 g. x 14 comprimidos.","Laboratorio Chile","",unknown,"Laboratorio Chile",""
amoxicilina,3,"Amoval Amoxicilina 1gr 20 Comprimidos","","Amoval",name,"","amoxicilina"
amoxicilina,2,"Amoval 250mg/5ml jarabe 100ml","","",unknown,"",""
amoxicilina,1,"Clavinex Duo Forte 800/57 suspensión oral 35 ml.","","",unknown,"",""
amoxicilina,2,"Amoval Duo 400mg/5ml solucion oral 70ml","","",unknown,"",""
amoxicilina,1,"Amoval Duo 1000mg/5ml solución oral x 90 ml.","Saval","",unknown,"Saval",""
amoxicilina,1,"Clavinex Duo 400/57 solución oral x 35 ml.","","",unknown,"",""
amoxicilina,1,"Optamox 875mg x21com","Pharma Investi","",unknown,"Pharma Investi",""
amoxicilina,1,"Optamox 875 mg x 14 comprimidos","Pharma Investi","",unknown,"Pharma Investi",""
amoxicilina,1,"Medoclav 875/125 x 14 comprimidos. (Pharmatech)","Pharmatech","",unknown,"Pharmatech",""
amoxicilina,1,"Ambilan BID 875/125mg x 20 comprimidos.","Laboratorio Chile","",unknown,"Laboratorio Chile",""
amoxicilina,1,"Clavinex Duo CD 875/125 x 14 comprimidos.","","",unknown,"",""
amoxicilina,1,"Amoxicilina + Ácido Clavulánico 875 mg / 125 mg x 20 comprimidos","CuraeSpring","",unknown,"CuraeSpring",""
amoxicilina,1,"Amoxicilina 500 mg + Acido Clavulánico 125 mg x 20 Comp","CURAESPRING","",unknown,"Curaespring",""
amoxicilina,1,"Amoxicilina + Ácido Clavulánico 500 mg / 125 mg x 20 comprimidos","ASCEND","",unknown,"Ascend",""
amoxicilina,1,"Amoxicilina 500 mg x 21 comprimidos","Curae Spring","",unknown,"Curae Spring","amoxicilina"
amoxicilina,1,"Amoxicilina + Ácido Clavulánico 875 mg / 125 mg x 20 comprimidos","ASCEND","",unknown,"Ascend",""
amoxicilina,1,"Maximox Amoxicilina 875 mg/Ac. Clavulánico 125 mg x 20 comprimidos","PASTEUR","Maximox",name,"Pasteur","amoxicilina"
amoxicilina,1,"Amoxicilina 750 mg x 10 comprimidos","MINTLAB","",unknown,"Mintlab","amoxicilina"
amoxicilina,1,"Amoxicilina 500 mg  x 21 Capsulas","DFM Pharma","",unknown,"DFM Pharma","amoxicilina"
amoxicilina,1,"Amoval Amoxicilina 250 mg/5ml Suspensión x 100 mL DESCUENTO","","Amoval",name,"","amoxicilina"
amoxicilina,1,"Amoval 500 mg/5 mL x 100 mL Polvo Para Suspensi&oacute;n Oral Con Solvente","","",unknown,"",""
amoxicilina,1,"Maximox 400/57 Amoxicilina 57 mg/5mL Suspensión 70 mL","","Maximox",name,"","amoxicilina"
amoxicilina,1,"Amoxicilina Acido Clavulanico 400/57mg Suspensión oral 70ml","","",unknown,"",""
amoxicilina,1,"Novamox amoxicilina 1gr 14 comprimidos dispersables Pasteur DESCUENTO","","Novamox",name,"","amoxicilina"
amoxicilina,2,"Amoxicilina 875mg/acido Clavulanico 125mg 20 Comprimidos","","",unknown,"",""
amoxicilina,2,"Amoxicilina / Acido Clavulánico (B) 500/125 20 Comprimidos Recubiertos","Amoxicilina+Clavulanico","",unknown,"",""
amoxicilina,1,"Clavinex Duo Forte Amoxicilina 70ml susp oral DESCUENTO","","Clavinex",name,"","amoxicilina"
amoxicilina,1,"Clavinex duo forte amoxicilina 800mg ácido clavulánico 57mg 100ml DESCUENTO","","Clavinex",name,"","amoxicilina"
amoxicilina,1,"Amoxicilina / Ácido Clavulánico 250/62,5 Polvo Para Suspensión Oral","","",unknown,"",""
amoxicilina,2,"Amoxicilina 500mg/5ml 60 Ml...","","",unknown,"","amoxicilina"
amoxicilina,1,"Amoxicilina 250 mg/5 ml 60 ml (CuraeSpring)","","",unknown,"","amoxicilina"
amoxicilina,1,"Amobiotic Bid 1000 Con Solvente Amoxicilina 1000mg/ 5 ml 90 Ml","","Amobiotic",name,"","amoxicilina"
amoxicilina,1,"Clavinex Duo Amoxicilina 400 Mg / Acido Clavulánico 57 mg 70 Ml","","",unknown,"",""
amoxicilina,1,"Synulox (Amoxicilina 200mg-Ácido clauvuláncio 50mg) **Uso Veterinario**","","Synulox",name,"","amoxicilina"
amoxicilina,1,"Maximox 400 mg/57 mg x 70 mL Polvo Para Suspensi&oacute;n Oral Con Solvente","","",unknown,"",""
amoxicilina,1,"Clavam Duo 400 mg/57 mg/5 mL x 70 mL Polvo para Suspensi&oacute;n Oral","","",unknown,"",""
amoxicilina,1,"Ambilan Bid 400/57 Suspensi&oacute;n Oral 70 mL","","",unknown,"",""
amoxicilina,1,"Ambilan Bid 875/125 20 Comprimidos Recubiertos","","",unknown,"",""
amoxicilina,1,"Amoval Duo 800 mg/5 mL x 70 mL Polvo Para Suspensi&oacute;n Oral","","",unknown,"",""
amoxicilina,2,"Amoval Duo (amoxicilina) 1000mg/5ml Jarabe X50 Ml","","Amoval",name,"","amoxicilina"
amoxicilina,1,"Zomel HP Triterapia 1 g/500 mg/20 mg 14 Blister","","",unknown,"",""
amoxicilina,1,"Amoval Duo 1000 mg/5 mL x 90 mL Polvo Para Suspensi&oacute;n Oral Con Solvente","","",unknown,"",""
amoxicilina,1,"Amoxicilina + Ac...","","",unknown,"","amoxicilina"
amoxicilina,1,"Amoxicilina + Acido...","","",unknown,"",""
amoxicilina,1,"Amoxicilina 250 mg/5ml 60...","","",unknown,"","amoxicilina"
amoxicilina,1,"Amoxicilina 250mg/5ml x 60 ml","","",unknown,"","amoxicilina"
amoxicilina,1,"Amoxicilina 500 mg 21 Caps....","","",unknown,"","amoxicilina"
amoxicilina,1,"Amoxicilina 250 Mg/5 Ml Jarabe X 60 Ml","","",unknown,"","amoxicilina"
amoxicilina,1,"Amobiotic (amoxicilina) 1gr 14 Comprimidos Dispersables","","Amobiotic",name,"","amoxicilina"
amoxicilina,1,"Amoval Duo (amoxicilina) 1000mg/5ml Suspensión Oral 90ml","","Amoval",name,"","amoxicilina"
amoxicilina,1,"Ambilan Bid Forte (amoxicilina/clavulanico) 800/57mg Susp Oral 90ml","","",unknown,"",""
amoxicilina,1,"Ambilan Bid (amoxicilina/clavulanico) 875/125mg 20 Comprimidos","","",unknown,"",""
amoxicilina,1,"Ambilan Bid (amoxicilina/clavulanico) 875/125mg 14 Comprimidos","","",unknown,"",""
amoxicilina,1,"Amoxicilina 875mg/acido Clavulanico 125mg 14 Comprimidos","","",unknown,"",""
amoxicilina,1,"Amoxicilina/Ácido Clavulánico Suspension 400/57 Mg X 70 Ml","","",unknown,"",""
amoxicilina,1,"Amoxicilina/Ácido Clavulánico 875/125 Mg X 14 Comprimidos Recubiertos","","",unknown,"",""
amoxicilina,1,"Amoxicilina/Ácido Clavulánico 875/125 Mg X 20 Comprimidos Recubiertos","","",unknown,"",""
amoxicilina,1,"Amoxicilina / Ácido Clavulánico (B) 875/125 14 Comprimidos Recubiertos","Amoxicilina / Ácido Clavulánico","",unknown,"",""
amoxicilina,1,"Maximox (B) 875/125 Amoxicilina / ícido Clavulánico 14 Comprimidos Recubiertos","Maximox","Maximox",structured,"","amoxicilina"
amoxicilina,1,"Novamox (B) Amoxicilina 1g 14 Comprimidos","Novamox","Novamox",structured,"","amoxicilina"
amoxicilina,1,"Amoval Amoxicilina 1g 14 Comprimidos Dispersables","Amoval","Amoval",structured,"","amoxicilina"
amoxicilina,1,"Moxivulan Ácido Clavulánico 125mg Amoxicilina 875mg 14 Comprimidos Recubiertos","Moxivulan","Moxivulan",structured,"","clavulanico"
amoxicilina,1,"Maximox (B) 875/125 Amoxicilina / ícido Clavulánico 20 Comprimidos Recubiertos","Maximox","Maximox",structured,"","amoxicilina"
amoxicilina,1,"Novamox (B) Amoxicilina 1g 20 Comprimidos","Novamox","Novamox",structured,"","amoxicilina"
amoxicilina,1,"Clavam Duo (B) Amoxicilina / ícido Clavulánico 875/125 14 Comprimidos Recubiertos","Clavam Duo","Clavam Duo",structured,"","amoxicilina"
amoxicilina,1,"Ambilan Bid Forte Amoxicilina / Ácido Clavulánico Suspensión Oral 70ml","Ambilan Bid","Ambilan Bid",structured,"",""
amoxicilina,1,"Clavam Duo (B) Amoxicilina / ícido Clavulánico 875/125 20 Comprimidos Recubiertos","Clavam Duo","Clavam Duo",structured,"","amoxicilina"
amoxicilina,1,"Ambilan Bid Forte Amoxicilina / Ácido Clavulánico Suspensión Oral 90ml","Ambilan Bid","Ambilan Bid",structured,"",""
amoxicilina,1,"Amoval (B) Amoxicilina 750mg 21 Comprimidos Recubiertos","Amoval","Amoval",structured,"","amoxicilina"
amoxicilina,1,"Clavinex Duo CD Amoxicilina / Ácido Clavulánico 14 Comprimidos Dispersables","Clavinex Duo","Clavinex Duo",structured,"",""
diclofenaco,1,"Diclofenaco Diclofenaco Sodico 12,5 mg 5 Supositorios","","",unknown,"","diclofenaco"
diclofenaco,3,"Diclofenaco Sodico 75 mg x 5 Ampollas","","",unknown,"","diclofenaco"
diclofenaco,1,"Diclofenaco Sódico Adulto 50 mg 5 Supositorios","","",unknown,"","diclofenaco"
diclofenaco,1,"Diclofenaco Dietilamonio 1,16% Gel Tópico 30 gr","","",unknown,"","diclofenaco"
diclofenaco,2,"Diclofenaco Sódico 100mg x 8 Comprimidos (Curaespring)","","",unknown,"","diclofenaco"
diclofenaco,1,"Merpal Diclofenaco Dietilamonio 1% Gel Tópico 60 gr","","Merpal",name,"","diclofenaco"
diclofenaco,1,"Pro-Lertus Diclofenaco Colestiramina 140 mg 10 Cápsulas","","ProLertus",name,"","diclofenaco"
diclofenaco,1,"Merpal Diclofenaco Potasico 15 mg/ml Gotas 20 mL","","Merpal",name,"","diclofenaco"
diclofenaco,1,"Promerpal Diclofenaco Colestiramina 140 mg 10 Cápsulas","","Promerpal",name,"","diclofenaco"
diclofenaco,1,"Lertus-Sr Diclofenaco Sodico 75 mg 10 Comprimidos","","LertusSr",name,"","diclofenaco"
diclofenaco,2,"Oftic 0.1% solucion oftalmica 10 ml.","","",unknown,"",""
diclofenaco,2,"3-A Ofteno (Diclofenaco) 0,1% Sol. Oftalmica 5ml","","Ofteno",name,"","diclofenaco"
diclofenaco,2,"Lertus Diclofenaco Sodico 75 mg 5 Ampollas de 3 mL","","Lertus",name,"","diclofenaco"
diclofenaco,1,"Diclofenaco Sodico/Tramadol Clorhidrato 25-25 Comprimidos","","",unknown,"",""
diclofenaco,1,"Dolo Neurobionta Diclofenaco 10 unidades","","Dolo",name,"","diclofenaco"
diclofenaco,2,"Dolo Merpal Diclofenaco 50 mg 20 Cápsulas","","Dolo",name,"","diclofenaco"
diclofenaco,1,"Dolo Neurobionta Diclofenaco 50 mg 20 Comprimidos Recubiertos","","Dolo",name,"","diclofenaco"
diclofenaco,1,"Merpal Diclofenaco Dietilamonio 1,16% Spray 110 mL","","Merpal",name,"","diclofenaco"
diclofenaco,2,"Lertus Diclofenaco Sodico 25 mg 20 Comprimidos","","Lertus",name,"","diclofenaco"
diclofenaco,1,"Flector Diclofenaco Epolamina 50 mg 10 Sobres","","Flector",name,"","diclofenaco"
diclofenaco,2,"Dolodrin Diclofenaco 25 Mg / Tramadol 25 Mg 10 Comprimidos","","",unknown,"",""
diclofenaco,1,"Lertus Diclofenaco Sódico 1% Gel Tópico 60 gr","","Lertus",name,"","diclofenaco"
diclofenaco,1,"Dicogel Diclofenaco Dietilamonio 1,16% Gel Tópico 30 gr","","Dicogel",name,"","diclofenaco"
diclofenaco,2,"Lertus Retard Diclofenaco Sodico 100 mg 10 Comprimidos","","Lertus",name,"","diclofenaco"
diclofenaco,1,"Diclofenaco sódico 100 mg 8 comprimidos recubiertos de liberación prolongada","MDC","",unknown,"Mdc","diclofenaco"
diclofenaco,2,"Diclofenaco Sódico 100 mg x 8 cápsulas Liberación Prolongada","ANDROMACO","",unknown,"Andromaco","diclofenaco"
diclofenaco,1,"Diclofenaco 50 mg 5 supositorios","PASTEUR","",unknown,"Pasteur","diclofenaco"
diclofenaco,1,"Diclofenaco 12,5 mg 5 supositorios infantiles","TEVA","",unknown,"Teva","diclofenaco"
diclofenaco,2,"Diclofenaco Sódico 50 mg x 10 comprimidos. (Andromaco)","Andrómaco","",unknown,"Andrómaco","diclofenaco"
diclofenaco,1,"ProMerpal diclofenaco 140 mg 10 cápsulas de liberación prolongada","PRATER","ProMerpal",name,"Prater","diclofenaco"
diclofenaco,1,"Diclofenaco dietilamina 1,16 % gel tópico 30 g","PRATER","",unknown,"Prater","diclofenaco"
diclofenaco,2,"Lertus 25 mg x 20 comprimidos recubiertos.","Tecnofarma","",unknown,"Tecnofarma",""
diclofenaco,1,"Diclofenaco 75 mg/3 mL 5 ampollas solución inyectable","FLEXPHARMA","",unknown,"Flexpharma","diclofenaco"
diclofenaco,1,"Merpal diclofenaco  1,16 % solución tópica spray 110 mL","PRATER","Merpal",name,"Prater","diclofenaco"
diclofenaco,1,"Adorlan 25/25 diclofenaco 25 mg tramadol 25 mg 10 comprimidos","GRUNENTHAL","Adorlan",name,"Grunenthal","diclofenaco"
diclofenaco,1,"Merpal diclofenaco 15 mg/mL suspensión para gotas orales 20 mL","PRATER","Merpal",name,"Prater","diclofenaco"
diclofenaco,1,"DoloMerpal 20 cápsulas con microgránulos","PRATER","",unknown,"Prater",""
diclofenaco,1,"Diclofenaco solucion inyectable 50 mg / mL ampollas","DR. SIMI","",unknown,"Dr. Simi","diclofenaco"
diclofenaco,1,"Diclofenaco Sódico supositorios 12,5 mg x5 (Pasteur)","Pasteur","",unknown,"Pasteur","diclofenaco"
diclofenaco,1,"Diclofenaco Retard 100 mg x 8 comprimidos (CuraeSpring)","CuraeSpring","",unknown,"CuraeSpring","diclofenaco"
diclofenaco,1,"Diclofenaco Gel 1,16% x 30 gramos. (CuraeSpring)","CuraeSpring","",unknown,"CuraeSpring","diclofenaco"
diclofenaco,1,"Diclofenaco Sódico supositorios 12,5 mg x 5 unidades. (Chile)","Laboratorio Chile","",unknown,"Laboratorio Chile","diclofenaco"
diclofenaco,1,"Diclofenaco Supositorios 50 mg x 5 supositorios. (Chile)","Laboratorio Chile","",unknown,"Laboratorio Chile","diclofenaco"
diclofenaco,1,"Diclofenaco Gel 1,16% x 30 gramos. (Opko)","Opko","",unknown,"Opko","diclofenaco"
diclofenaco,1,"Diclofenaco Supositorios 50 mg x 5 unidades. (Pasteur)","Pasteur","",unknown,"Pasteur","diclofenaco"
diclofenaco,1,"Flector Sobres Parche dérmico 180 mg x 2 unidades","ITF-Labomed","",unknown,"ITF-Labomed",""
diclofenaco,1,"Merpal Dal suspensión oral 1.8mg/ml x120ml","","",unknown,"",""
diclofenaco,1,"Merpal Gel Tópico 1% x 30 gramos","","",unknown,"",""
diclofenaco,2,"Merpal Solucion spray 1.16% x 110 ml.","","",unknown,"",""
diclofenaco,1,"Flector Granulado 50mg x10sobres","ITF-Labomed","",unknown,"ITF-Labomed",""
diclofenaco,1,"Lertus 50mg x10com","Tecnofarma","",unknown,"Tecnofarma",""
diclofenaco,1,"Elitiran Gotas 15mg/ml x25ml","Mintlab","",unknown,"Mintlab",""
diclofenaco,1,"Lertus 15mg/ml Gotas x 25 ml.","Tecnofarma","",unknown,"Tecnofarma",""
diclofenaco,1,"Pro Lertus 140 mg x 10 cápsulas.","Tecnofarma","",unknown,"Tecnofarma",""
diclofenaco,1,"Pro Lertus 140 mg x 20 cápsulas.","Tecnofarma","",unknown,"Tecnofarma",""
diclofenaco,1,"Diclofenaco Sodico 75 mg x 5 Ampollas","BIOSANO","",unknown,"Biosano","diclofenaco"
diclofenaco,1,"Diclotaren (Diclofenaco) gel tópico 1,16% x 30 g","Farmoquímica del Pacífico","Diclotaren",name,"","diclofenaco"
diclofenaco,1,"Diclofenaco Sódico Gel Tópico 1% x 30 g","PASTEUR","",unknown,"Pasteur","diclofenaco"
diclofenaco,1,"Merpal Solución Tópica Spray Diclofenaco 1,16% x 110 mL","PRATER","Merpal",name,"Prater","diclofenaco"
diclofenaco,1,"Dicogel 1,16% x 30 g","MINTLAB","",unknown,"Mintlab",""
diclofenaco,1,"Diclofenaco Sódico Suspensión Gotas 1,5% x 20 mL","LAB. CHILE","",unknown,"Lab. Chile","diclofenaco"
diclofenaco,1,"Lertus Gel 1% x 60 g","TECNOFARMA","",unknown,"Tecnofarma",""
diclofenaco,1,"Diclofenaco Dietilamina gel tópico 1,16% x 30 gramos","Curae Spring","",unknown,"Curae Spring","diclofenaco"
diclofenaco,1,"Diclofenaco Dietilamina 1,16%  30g Gel Tópico (CuraSpring) DESCUENTO","","",unknown,"","diclofenaco"
diclofenaco,1,"Diclofenaco Dietilamina 1,16% gel x 60g Hospifarma","","",unknown,"","diclofenaco"
diclofenaco,2,"Diclofenaco 75 mg Inyectable x 5 Ampollas 3 ml BIOSANO","","",unknown,"","diclofenaco"
diclofenaco,1,"Diclofenaco Retard 100 mg x 8 cápsulas Opko","","",unknown,"","diclofenaco"
diclofenaco,2,"Diclofenaco Sódico 50mg x 10comp. recubrimiento entérico (Cenabast)","","",unknown,"","diclofenaco"
diclofenaco,2,"Flexfull Gel 35Gr","","",unknown,"",""
diclofenaco,1,"Diflam Diclofenaco dietilamina Gel Topico 1,16 60 Gr","","Diflam",name,"","diclofenaco"
diclofenaco,1,"Adorlan 25/25 x 10 Comprimidos (Diclofenaco/Tramadol)","","",unknown,"",""
diclofenaco,1,"Diclofenaco Gel 30g (Ascend)","","",unknown,"","diclofenaco"
diclofenaco,1,"Diclofenaco 100 X 8 Cápsulas (Laboratorio Chile)","","",unknown,"","diclofenaco"
diclofenaco,1,"Oftic Gotas Diclofenaco Sodico 0,1% Solución Oftalmológica  25ml","","Oftic",name,"","diclofenaco"
diclofenaco,1,"Artren Diclofenaco Resinato gotas 1,5 % Suspensión Oral 20 Ml","","Artren",name,"","diclofenaco"
diclofenaco,1,"LERTUS Diclofenaco Sódico 15 mg/mL 25 ML","","LERTUS",name,"","diclofenaco"
diclofenaco,1,"Diclofenaco Sodico 1.5 % x 20 ml Suspensi&oacute;n Oral para Gotas CHILE","","",unknown,"","diclofenaco"
diclofenaco,1,"Diclofenaco 50 mg x 5 Supositorios Adulto CHILE","","",unknown,"","diclofenaco"
diclofenaco,1,"Diclofenaco 12.5 mg x 5 Supositorios Infantil PASTEUR","","",unknown,"","diclofenaco"
diclofenaco,1,"Lertus 50 mg x 10 Comprimidos con Recubrimiento Ent&eacute;rico","","",unknown,"",""
diclofenaco,1,"Lertus 1 % x 60 g Gel T&oacute;pico","","",unknown,"",""
diclofenaco,1,"Lertus 15 mg/mL x 25 mL Suspensi&oacute;n Oral Para Gotas","","",unknown,"",""
