key,pharmacy,category,categoryName,categoryWhy,rawName,discriminator,ingredients,negatedComponents,declaredComponentCount,isAssociation,isComplete,concentrationKind,dosageForm,route,pharmaceuticalUnit,conceptOutcome,unknownAxes,mintableIfIngredientKnown,queries,url
ecofarmacias|https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchkey=dolorub%7c60000mg&url=https%3a%2f%2fwww.ecofarmacias.cl%2fproducto%2fdolorub-ibuprofeno-gel-60g-descuento%2f&cfmid=cfm-000126,ecofarmacias,E,CONCENTRATION_MASS_ONLY_ON_NON_DISCRETE_FORM,"masa absoluta en forma gel, no es concentración completa",Dolorub Ibuprofeno Gel 60g DESCUENTO,,ibuprofeno,,1,false,true,mass-only,gel,topical,,unresolved,unit,false,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=dolorub%7C60000mg&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Fdolorub-ibuprofeno-gel-60g-descuento%2F&cfmId=CFM-000126
farmex|https://comparafarma-api.vercel.app/api/go?slug=farmex&matchkey=ibupirac%7c100ml%7c100&url=https%3a%2f%2ffarmex.cl%2fproducts%2fibupirac-forte-chemo%3f_pos%3d9%26_psq%3dibuprofeno%26_psid%3d23f8ef932%26_ss%3de&cfmid=cfm-000140,farmex,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Ibupirac Forte Suspensión Oral 200 mg / 5 mL x 100 mL,ibupirac,,,0,false,false,ratio,liquido-oral,oral,,unresolved,ing+unit,true,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=farmex&matchKey=ibupirac%7C100ml%7C100&url=https%3A%2F%2Ffarmex.cl%2Fproducts%2Fibupirac-forte-chemo%3F_pos%3D9%26_psq%3Dibuprofeno%26_psid%3D23f8ef932%26_ss%3De&cfmId=CFM-000140
cruz-verde|https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchkey=strepfen%7c8.75mg&url=https%3a%2f%2fwww.cruzverde.cl%2fstrepfen-miel-y-limon-flurbiprofeno-8-75-mg-8-pastillas-de-disolucion-bucal%2f266170.html&cfmid=cfm-000116,cruz-verde,A,MISSING_ACTIVE_INGREDIENT_VOCABULARY,token(s) con forma de molécula fuera de vocabulario: miel+limon+flurbiprofeno+pastillas+disolucion+bucal,"Strepfen Miel y Limon Flurbiprofeno 8,75 mg 8 Pastillas de Disolución Bucal",strepfen,,,0,false,false,mass-only,comprimido,oral,comprimido,unresolved,ing,true,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=strepfen%7C8.75mg&url=https%3A%2F%2Fwww.cruzverde.cl%2Fstrepfen-miel-y-limon-flurbiprofeno-8-75-mg-8-pastillas-de-disolucion-bucal%2F266170.html&cfmId=CFM-000116
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=ibufren%7c100ml&url=https%3a%2f%2fwww.farmaciasahumada.cl%2fibufren-fte-200mg-5ml-suspencion-oral-100ml-frasco-92941.html&cfmid=cfm-000137,ahumada,A,MISSING_ACTIVE_INGREDIENT_VOCABULARY,token(s) con forma de molécula fuera de vocabulario: suspencion,Ibufren Fte 200Mg/5Ml Suspención Oral 100Ml Frasco,ibufren,,,0,false,false,ratio,,oral,,unresolved,ing+form+unit,false,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=ibufren%7C100ml&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fibufren-fte-200mg-5ml-suspencion-oral-100ml-frasco-92941.html&cfmId=CFM-000137
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=dolorub%7c45000mg%7c45&url=https%3a%2f%2fwww.farmaciasahumada.cl%2fdolorub-5-x-45-g-crema-topica-79224.html&cfmid=cfm-000144,ahumada,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Dolorub 5 % x 45 g Crema Topica,dolorub,,,0,false,false,mass-only,crema,topical,,unresolved,ing+unit,false,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=dolorub%7C45000mg%7C45&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fdolorub-5-x-45-g-crema-topica-79224.html&cfmId=CFM-000144
easyfarma|https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchkey=dolorub&url=https%3a%2f%2fnuevo.easyfarma.cl%2f104955-dolorub-5-crema-topica-con-aplicador-60-gr.html&cfmid=cfm-000131,easyfarma,H,TRUNCATED_SOURCE_NAME,la fuente entregó el nombre cortado,Dolorub 5% Crema Topica Con...,dolorub,,,0,false,false,absent,crema,topical,,unresolved,ing+conc+unit,false,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=dolorub&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F104955-dolorub-5-crema-topica-con-aplicador-60-gr.html&cfmId=CFM-000131
cruz-verde|https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchkey=dolorub&url=https%3a%2f%2fwww.cruzverde.cl%2fdolorub-ibuprofeno-5-crema-topica-60-gr%2f72106.html&cfmid=cfm-000131,cruz-verde,E,CONCENTRATION_MASS_ONLY_ON_NON_DISCRETE_FORM,"masa absoluta en forma crema, no es concentración completa",Dolorub Ibuprofeno 5% Crema Tópica 60 gr,,ibuprofeno,,1,false,true,mass-only,crema,topical,,unresolved,unit,false,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=dolorub&url=https%3A%2F%2Fwww.cruzverde.cl%2Fdolorub-ibuprofeno-5-crema-topica-60-gr%2F72106.html&cfmId=CFM-000131
easyfarma|https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchkey=doraliv%7c600mg%7c10&url=https%3a%2f%2fnuevo.easyfarma.cl%2f104970-doraliv-600-mg-x-10-capsulas-blandas.html&cfmid=cfm-000138,easyfarma,H,TRUNCATED_SOURCE_NAME,la fuente entregó el nombre cortado,DorAliv 600 mg x 10...,doraliv,,,0,false,false,mass-only,,,,unresolved,ing+form+route+unit,false,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=doraliv%7C600mg%7C10&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F104970-doraliv-600-mg-x-10-capsulas-blandas.html&cfmId=CFM-000138
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=deucodol%7c120ml%7c120&url=https%3a%2f%2fwww.farmaciasahumada.cl%2fdeucodol-forte-200-mg-5-ml-x-120-ml-suspension-oral-92249.html&cfmid=cfm-000101,ahumada,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Deucodol Forte 200 mg/5 mL x 120 mL Suspension Oral,deucodol,,,0,false,false,ratio,liquido-oral,oral,,unresolved,ing+unit,true,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=deucodol%7C120ml%7C120&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fdeucodol-forte-200-mg-5-ml-x-120-ml-suspension-oral-92249.html&cfmId=CFM-000101
cruz-verde|https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchkey=dolorub&url=https%3a%2f%2fwww.cruzverde.cl%2fdolorub-analgesica-antiinflamatoria-ibuprofeno-5-crema-topica-45-gr%2f273313.html&cfmid=cfm-000131,cruz-verde,E,CONCENTRATION_MASS_ONLY_ON_NON_DISCRETE_FORM,"masa absoluta en forma crema, no es concentración completa",Dolorub Analgesica-Antiinflamatoria Ibuprofeno 5% Crema Tópica 45 gr,,ibuprofeno,,1,false,true,mass-only,crema,topical,,unresolved,unit,false,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=dolorub&url=https%3A%2F%2Fwww.cruzverde.cl%2Fdolorub-analgesica-antiinflamatoria-ibuprofeno-5-crema-topica-45-gr%2F273313.html&cfmId=CFM-000131
salcobrand|https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchkey=ibuprofeno%7c120ml&url=https%3a%2f%2fsalcobrand.cl%2fproducts%2fibuprofeno-200mg-jarabe-120ml%3fdefault_sku%3d577406&cfmid=cfm-000110,salcobrand,E,CONCENTRATION_MASS_ONLY_ON_NON_DISCRETE_FORM,"masa absoluta en forma liquido-oral, no es concentración completa",Ibuprofeno 200mg Jarabe 120ml,,ibuprofeno,,1,false,true,mass-only,liquido-oral,oral,,unresolved,unit,false,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=ibuprofeno%7C120ml&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fibuprofeno-200mg-jarabe-120ml%3Fdefault_sku%3D577406&cfmId=CFM-000110
salcobrand|https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchkey=ipson%7c120ml&url=https%3a%2f%2fsalcobrand.cl%2fproducts%2fipson-forte-infantil-ibuprofeno-jarabe-120ml%3fdefault_sku%3d2971444&cfmid=cfm-000103,salcobrand,G,AMBIGUOUS_AGAINST_REGISTRY,"más de un concepto candidato en el registro, sin desempate",Ipson Forte Infantil Ibuprofeno 120ml,,ibuprofeno,,1,false,true,absent,,,,ambiguous,conc+form+route+unit,false,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=ipson%7C120ml&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fipson-forte-infantil-ibuprofeno-jarabe-120ml%3Fdefault_sku%3D2971444&cfmId=CFM-000103
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=dolorub%7c60000mg%7c60&url=https%3a%2f%2fwww.farmaciasahumada.cl%2fdolorub-5-x-60-g-gel-dermico-87444.html&cfmid=cfm-000154,ahumada,A,MISSING_ACTIVE_INGREDIENT_VOCABULARY,token(s) con forma de molécula fuera de vocabulario: dermico,Dolorub 5% x 60 g Gel Dermico,dolorub,,,0,false,false,mass-only,gel,topical,,unresolved,ing+unit,false,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=dolorub%7C60000mg%7C60&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fdolorub-5-x-60-g-gel-dermico-87444.html&cfmId=CFM-000154
salcobrand|https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchkey=ipson%7c120ml&url=https%3a%2f%2fsalcobrand.cl%2fproducts%2fipson-infantil-ibuprofeno-jarabe-120ml%3fdefault_sku%3d2971304&cfmid=cfm-000103,salcobrand,G,AMBIGUOUS_AGAINST_REGISTRY,"más de un concepto candidato en el registro, sin desempate",Ipson Infantil Ibuprofeno 120ml,,ibuprofeno,,1,false,true,absent,,,,ambiguous,conc+form+route+unit,false,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=ipson%7C120ml&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fipson-infantil-ibuprofeno-jarabe-120ml%3Fdefault_sku%3D2971304&cfmId=CFM-000103
easyfarma|https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchkey=doraliv%7c600mg&url=https%3a%2f%2fnuevo.easyfarma.cl%2f105031-doraliv-600-mg-20-caps-blandas.html&cfmid=cfm-001061,easyfarma,H,TRUNCATED_SOURCE_NAME,la fuente entregó el nombre cortado,DorAliv 600 Mg 20 Caps....,doraliv,,,0,false,false,mass-only,capsula,oral,capsula,unresolved,ing,true,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=doraliv%7C600mg&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F105031-doraliv-600-mg-20-caps-blandas.html&cfmId=CFM-001061
easyfarma|https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchkey=actron%7c600mg%7c10&url=https%3a%2f%2fnuevo.easyfarma.cl%2f25052-actron-600mg-x-10.html&cfmid=cfm-000104,easyfarma,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Actron 600 Mg 10 Cap blandas,actron,,,0,false,false,mass-only,capsula,oral,capsula,unresolved,ing,true,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=actron%7C600mg%7C10&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F25052-actron-600mg-x-10.html&cfmId=CFM-000104
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=actron%7c600mg%7c10&url=https%3a%2f%2fwww.farmaciasahumada.cl%2factron-600-mg-x-10-capsulas-blandas-48361.html&cfmid=cfm-000104,ahumada,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Actron 600 mg x 10 Cápsulas Blandas,actron,,,0,false,false,mass-only,capsula,oral,capsula,unresolved,ing,true,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=actron%7C600mg%7C10&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Factron-600-mg-x-10-capsulas-blandas-48361.html&cfmId=CFM-000104
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=ipson%7c120ml%7c120&url=https%3a%2f%2fwww.farmaciasahumada.cl%2fipson-100-mg-5-ml-x-120-ml-suspension-oral-2531.html&cfmid=cfm-000151,ahumada,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Ipson 100 mg/5 mL x 120 mL Suspensión Oral,ipson,,,0,false,false,ratio,liquido-oral,oral,,unresolved,ing+unit,true,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=ipson%7C120ml%7C120&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fipson-100-mg-5-ml-x-120-ml-suspension-oral-2531.html&cfmId=CFM-000151
ecofarmacias|https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchkey=ipsond%7c120ml&url=https%3a%2f%2fwww.ecofarmacias.cl%2fproducto%2fipson-d-ibuprofeno-pseudofedrina-clorhidrato-100-mg-15-mg-5-ml-120-ml%2f&cfmid=cfm-000106,ecofarmacias,F,DOSAGE_FORM_UNREADABLE,no se pudo leer forma farmacéutica canónica,"Ipson-D Ibuprofeno Pseudofedrina Clorhidrato 100 mg &#8211; 15 mg / 5 ml 120 Ml",,ibuprofeno,,1,false,true,ratio,,,,unresolved,form+route+unit,false,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=ipsond%7C120ml&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Fipson-d-ibuprofeno-pseudofedrina-clorhidrato-100-mg-15-mg-5-ml-120-ml%2F&cfmId=CFM-000106
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=niofen%7c120ml%7c120&url=https%3a%2f%2fwww.farmaciasahumada.cl%2fniofen-forte-200-mg-5-ml-x-120-ml-suspension-oral-11882.html&cfmid=cfm-000149,ahumada,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Niofen Forte 200 mg/5 mL x 120 mL Suspensión Oral,niofen,,,0,false,false,ratio,liquido-oral,oral,,unresolved,ing+unit,true,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=niofen%7C120ml%7C120&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fniofen-forte-200-mg-5-ml-x-120-ml-suspension-oral-11882.html&cfmId=CFM-000149
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=ibupirac%7c100ml%7c100&url=https%3a%2f%2fwww.farmaciasahumada.cl%2fibupirac-forte-200-mg-5-ml-x-100-ml-suspension-oral-26091.html&cfmid=cfm-000140,ahumada,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Ibupirac Forte 200 mg/5 mL x 100 mL Suspensión Oral,ibupirac,,,0,false,false,ratio,liquido-oral,oral,,unresolved,ing+unit,true,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=ibupirac%7C100ml%7C100&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fibupirac-forte-200-mg-5-ml-x-100-ml-suspension-oral-26091.html&cfmId=CFM-000140
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=ipson%7c120ml%7c120&url=https%3a%2f%2fwww.farmaciasahumada.cl%2fipson-forte-200-mg-5-ml-x-120-ml-suspension-oral-28936.html&cfmid=cfm-000151,ahumada,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Ipson Forte 200 mg/5 mL x 120 mL Suspensión Oral,ipson,,,0,false,false,ratio,liquido-oral,oral,,unresolved,ing+unit,true,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=ipson%7C120ml%7C120&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fipson-forte-200-mg-5-ml-x-120-ml-suspension-oral-28936.html&cfmId=CFM-000151
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=actron%7c600mg%7c20&url=https%3a%2f%2fwww.farmaciasahumada.cl%2factron-600-mg-x-20-capsulas-blandas-89548.html&cfmid=cfm-000143,ahumada,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Actron 600 mg x 20 Cápsulas Blandas,actron,,,0,false,false,mass-only,capsula,oral,capsula,unresolved,ing,true,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=actron%7C600mg%7C20&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Factron-600-mg-x-20-capsulas-blandas-89548.html&cfmId=CFM-000143
salcobrand|https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchkey=pironal%7c100ml&url=https%3a%2f%2fsalcobrand.cl%2fproducts%2fpironal-flu-forte-ibuprofeno-pseudoefedrina-jarabe-100ml%3fdefault_sku%3d2591569&cfmid=cfm-000105,salcobrand,D,CONCENTRATION_ABSENT,el nombre no declara concentración,Pironal Flu Forte Ibuprofeno / Pseudoefedrina Jarabe 100ml,,ibuprofeno+pseudoefedrina,,2,true,true,absent,liquido-oral,oral,,unresolved,conc+unit,false,ibuprofeno+ibuprofeno 400mg,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=pironal%7C100ml&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fpironal-flu-forte-ibuprofeno-pseudoefedrina-jarabe-100ml%3Fdefault_sku%3D2591569&cfmId=CFM-000105
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=simpertend%7c50mg%7c30&url=https%3a%2f%2fwww.farmaciasahumada.cl%2fsimperten-d-50-mg-12.5-mg-x-30-comprimidos-recubiertos-20238.html&cfmid=cfm-001211,ahumada,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Simperten-D 50 mg/12.5 mg x 30 Comprimidos Recubiertos,simpertend,,,2,true,false,mass-only,comprimido,oral,comprimido,unresolved,ing,true,losartan+losartan 50mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=simpertend%7C50mg%7C30&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fsimperten-d-50-mg-12.5-mg-x-30-comprimidos-recubiertos-20238.html&cfmId=CFM-001211
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=hyzaar%7c50mg%7c30&url=https%3a%2f%2fwww.farmaciasahumada.cl%2fhyzaar-50-mg-12.5-mg-x-30-comprimidos-recubiertos-13167.html&cfmid=cfm-001214,ahumada,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Hyzaar 50 mg/12.5 mg x 30 Comprimidos Recubiertos,hyzaar,,,2,true,false,mass-only,comprimido,oral,comprimido,unresolved,ing,true,losartan+losartan 50mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=hyzaar%7C50mg%7C30&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fhyzaar-50-mg-12.5-mg-x-30-comprimidos-recubiertos-13167.html&cfmId=CFM-001214
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=cozaar%7c50mg%7c30&url=https%3a%2f%2fwww.farmaciasahumada.cl%2fcozaar-50-mg-x-30-comprimidos-recubiertos-12911.html&cfmid=cfm-001229,ahumada,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Cozaar 50 mg x 30 Comprimidos Recubiertos,cozaar,,,0,false,false,mass-only,comprimido,oral,comprimido,unresolved,ing,true,losartan+losartan 50mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=cozaar%7C50mg%7C30&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fcozaar-50-mg-x-30-comprimidos-recubiertos-12911.html&cfmId=CFM-001229
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=losapresd%7c50mg%7c30&url=https%3a%2f%2fwww.farmaciasahumada.cl%2flosapres-d-50-mg-12.5-mg-x-30-comprimidos-recubiertos-18296.html&cfmid=cfm-001210,ahumada,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Losapres-D 50 mg/12.5 mg x 30 Comprimidos Recubiertos,losapresd,,,2,true,false,mass-only,comprimido,oral,comprimido,unresolved,ing,true,losartan+losartan 50mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=losapresd%7C50mg%7C30&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Flosapres-d-50-mg-12.5-mg-x-30-comprimidos-recubiertos-18296.html&cfmId=CFM-001210
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=corodin%7c50mg%7c30&url=https%3a%2f%2fwww.farmaciasahumada.cl%2fcorodin-50-mg-x-30-comprimidos-recubiertos-28998.html&cfmid=cfm-001223,ahumada,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Corodin 50 mg x 30 Comprimidos Recubiertos,corodin,,,0,false,false,mass-only,comprimido,oral,comprimido,unresolved,ing,true,losartan+losartan 50mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=corodin%7C50mg%7C30&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fcorodin-50-mg-x-30-comprimidos-recubiertos-28998.html&cfmId=CFM-001223
ahumada|https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchkey=losapres%7c50mg%7c30&url=https%3a%2f%2fwww.farmaciasahumada.cl%2flosapres-50-mg-x-30-comprimidos-recubiertos-17995.html&cfmid=cfm-001213,ahumada,C,BRAND_ONLY_NAME_NO_MOLECULE_IN_TEXT,"el nombre solo trae cabecera comercial, ninguna molécula escrita",Losapres 50 mg x 30 Comprimidos Recubiertos,losapres,,,0,false,false,mass-only,comprimido,oral,comprimido,unresolved,ing,true,losartan+losartan 50mg,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=losapres%7C50mg%7C30&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Flosapres-50-mg-x-30-comprimidos-recubiertos-17995.html&cfmId=CFM-001213
easyfarma|https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchkey=losartan&url=https%3a%2f%2fnuevo.easyfarma.cl%2f103505-losartan-hidroclorotiazida-50-mg-125-mg-x-30-comp-lab-opko.html&cfmid=cfm-001279,easyfarma,H,TRUNCATED_SOURCE_NAME,la fuente entregó el nombre cortado,Losartan +...,,losartan,,1,false,true,absent,,,,ambiguous,conc+form+route+unit,false,losartan+losartan 50mg,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=losartan&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F103505-losartan-hidroclorotiazida-50-mg-125-mg-x-30-comp-lab-opko.html&cfmId=CFM-001279
easyfarma|https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchkey=losartan&url=https%3a%2f%2fnuevo.easyfarma.cl%2f64836-losartan-hidroclorotiazida-50-125-x-30-comp-ascend.html&cfmid=cfm-001279,easyfarma,H,TRUNCATED_SOURCE_NAME,la fuente entregó el nombre cortado,Losartan +...,,losartan,,1,false,true,absent,,,,ambiguous,conc+form+route+unit,false,losartan+losartan 50mg,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=losartan&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F64836-losartan-hidroclorotiazida-50-125-x-30-comp-ascend.html&cfmId=CFM-001279
ecofarmacias|https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchkey=losartan%7c30&url=https%3a%2f%2fwww.ecofarmacias.cl%2fproducto%2flosartan-potasico-hidroclorotiazida-100-25-x-30-comprimidos-recubiertos-eurofarma%2f&cfmid=cfm-001208,ecofarmacias,G,AMBIGUOUS_AGAINST_REGISTRY,"más de un concepto candidato en el registro, sin desempate",Losartan + Hidroclorotiazida 100/25 x 30 Comp Eurofarma,,hidroclorotiazida+losartan,,2,true,true,absent,comprimido,oral,comprimido,ambiguous,conc,false,losartan+losartan 50mg,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=losartan%7C30&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Flosartan-potasico-hidroclorotiazida-100-25-x-30-comprimidos-recubiertos-eurofarma%2F&cfmId=CFM-001208
salcobrand|https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchkey=losartan%7c30&url=https%3a%2f%2fsalcobrand.cl%2fproducts%2flosartan-hidroclorotiazida-b-50-12-5-30-comprimidos-recubiertos%3fdefault_sku%3d580802&cfmid=cfm-001208,salcobrand,G,AMBIGUOUS_AGAINST_REGISTRY,"más de un concepto candidato en el registro, sin desempate",Losartan / Hidroclorotiazida (B) 50/12.5 30 Comprimidos Recubiertos,,hidroclorotiazida+losartan,,2,true,true,absent,comprimido,oral,comprimido,ambiguous,conc,false,losartan+losartan 50mg,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=losartan%7C30&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Flosartan-hidroclorotiazida-b-50-12-5-30-comprimidos-recubiertos%3Fdefault_sku%3D580802&cfmId=CFM-001208
