query,pharmacy,rawName,legacyMatchKey,legacyPresentationKey,v1CardKey,provisionalConceptKey,provisionalPresentationKey,provisionalProductKey,provisionalOfferKey,activeIngredients,ingredientEvidence,concentration,concentrationKind,dosageForm,route,packageQuantity,packageVolume,packageType,brand,commercialVariant,administrationTime,manufacturer,ispRegistration,conceptResolution,conceptConfidence,presentationResolution,productResolution,canonicalName
losartan 50mg,ecofarmacias,Losartan 50 mg x 30 comprimidos (LCH) DESCUENTO,losartan|50mg|30,losartan|50mg|30|bio:true|brand:unknown|form:solid-oral,losartan-50mg#0,PROV-C-5bobsq4vblfapx0cobcdoxvzh,PROV-P-1fjpb3vqa7i1nxpe7psu6foo3,PROV-M-6o4q5jbpvlstxvpn6ebux8exn,PROV-O-1z10r8bi5oui4ecjjpi1oh6ea,losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,,,,,,complete,high,complete,isolated,losartan 50 mg comprimido x 30 comprimido
losartan 50mg,ahumada,Losartan Potasico 50 mg x 30 Comprimidos Recubiertos,losartan|50mg|30,losartan|50mg|30|bio:true|brand:unknown|form:solid-oral,losartan-50mg#0,PROV-C-5bobsq4vblfapx0cobcdoxvzh,PROV-P-1fjpb3vqa7i1nxpe7psu6foo3,PROV-M-6o4q5jbpvlstxvpn6ebux8exn,PROV-O-3fp2o3rjbdxtbe5i51vnksjuu,losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,,,,,,complete,high,complete,isolated,losartan 50 mg comprimido x 30 comprimido
losartan 50mg,araucomed,Losartan Potasico 50 mg x30com. (Hospifarma),losartan|50mg|30,losartan|50mg|30|bio:unknown|brand:hospifarma|form:solid-oral,losartan-50mg#1,PROV-C-5bobsq4vblfapx0cobcdoxvzh,PROV-P-1fjpb3vqa7i1nxpe7psu6foo3,PROV-M-brzzj7n0gwpz2rutagd80n7up,PROV-O-3c49q2pj7mdzf0wkbnwe9v8ce,losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,,,,Hospifarma,,subsumed,medium,complete,isolated,losartan 50 mg comprimido x 30
losartan 50mg,araucomed,Losartan Potasico 50 mg x 30 comprimidos. (Opko),losartan|50mg|30,losartan|50mg|30|bio:unknown|brand:opko|form:solid-oral,losartan-50mg#2,PROV-C-5bobsq4vblfapx0cobcdoxvzh,PROV-P-1fjpb3vqa7i1nxpe7psu6foo3,PROV-M-1pweskmrp9hyp1gs3dsv6bsyu,PROV-O-6khk1z1p7clzz5spp72ib7nk1,losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,,,,Opko,,complete,high,complete,isolated,losartan 50 mg comprimido x 30 comprimido
losartan 50mg,araucomed,Losartan Potasico 50 mg x30com. (Mintlab),losartan|50mg|30,losartan|50mg|30|bio:unknown|brand:mintlab|form:solid-oral,losartan-50mg#3,PROV-C-5bobsq4vblfapx0cobcdoxvzh,PROV-P-1fjpb3vqa7i1nxpe7psu6foo3,PROV-M-c1x70vtw77b55qtzrysfnvz78,PROV-O-1qdun6iz1h6plncvzzq5os4ym,losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,,,,Mintlab,,subsumed,medium,complete,isolated,losartan 50 mg comprimido x 30
losartan 50mg,araucomed,Losartan Potasico 50 mg x 30 comprimidos. (Seven Pharma),losartan|50mg|30,losartan|50mg|30|bio:unknown|brand:sevenpharma|form:solid-oral,losartan-50mg#4,PROV-C-5bobsq4vblfapx0cobcdoxvzh,PROV-P-1fjpb3vqa7i1nxpe7psu6foo3,PROV-M-df7fqpl010y140u4e7lq61oy9,PROV-O-dlfpd160n71bona64bzk0edq3,losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,,,,Seven Pharma,,complete,high,complete,isolated,losartan 50 mg comprimido x 30 comprimido
losartan 50mg,farmex,Losartan Potásico 50 mg x 30 comprimidos,losartan|50mg|30,losartan|50mg|30|bio:unknown|brand:chile|form:solid-oral,losartan-50mg#5,PROV-C-5bobsq4vblfapx0cobcdoxvzh,PROV-P-1fjpb3vqa7i1nxpe7psu6foo3,PROV-M-6o4q5jbpvlstxvpn6ebux8exn,PROV-O-0rfe0qu7srcc58aeuovy81k97,losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,,,,,,complete,high,complete,isolated,losartan 50 mg comprimido x 30 comprimido
losartan 50mg,araucomed,Losartan Potasico 50 mg x 30 comprimidos. (Chile),losartan|50mg|30,losartan|50mg|30|bio:unknown|brand:chile|form:solid-oral,losartan-50mg#5,PROV-C-5bobsq4vblfapx0cobcdoxvzh,PROV-P-1fjpb3vqa7i1nxpe7psu6foo3,PROV-M-6o4q5jbpvlstxvpn6ebux8exn,PROV-O-2c5238rtfpyvd7lye5vyw2rc4,losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,,,,,,complete,high,complete,isolated,losartan 50 mg comprimido x 30 comprimido
losartan 50mg,araucomed,Losartan Potasico 50 mg x 30 comprimidos. (Ascend),losartan|50mg|30,losartan|50mg|30|bio:unknown|brand:ascend|form:solid-oral,losartan-50mg#6,PROV-C-5bobsq4vblfapx0cobcdoxvzh,PROV-P-1fjpb3vqa7i1nxpe7psu6foo3,PROV-M-d2szzvn1njkng10zqc2an2trf,PROV-O-3ejfdwq59qt2o1rnr21734upt,losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,,,,Ascend,,complete,high,complete,isolated,losartan 50 mg comprimido x 30 comprimido
losartan 50mg,araucomed,Losartan Potasico 50 mg x30com. (Eurofarma),losartan|50mg|30,losartan|50mg|30|bio:unknown|brand:eurofarma|form:solid-oral,losartan-50mg#7,PROV-C-5bobsq4vblfapx0cobcdoxvzh,PROV-P-1fjpb3vqa7i1nxpe7psu6foo3,PROV-M-7wp5fu1mzgmrzj8rj9u98e7e1,PROV-O-epuyubdhf8b7d9l0mmloy3i4m,losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,,,,Eurofarma,,subsumed,medium,complete,isolated,losartan 50 mg comprimido x 30
losartan 50mg,salcobrand,Losartan (B) 50mg 30 Comprimidos Recubiertos,losartan|50mg|30,losartan|50mg|30|bio:unknown|brand:unknown|form:solid-oral,losartan-50mg#9,PROV-C-5bobsq4vblfapx0cobcdoxvzh,PROV-P-1fjpb3vqa7i1nxpe7psu6foo3,PROV-M-6o4q5jbpvlstxvpn6ebux8exn,PROV-O-1a9rkjngfumv5ziw0jwwg02t3,losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,,,,,,complete,high,complete,isolated,losartan 50 mg comprimido x 30 comprimido
losartan 50mg,cruz-verde,Losartan Potasico 50 mg 30 Comprimidos,losartan|50mg|30,losartan|50mg|30|bio:unknown|brand:unknown|form:solid-oral,losartan-50mg#9,PROV-C-5bobsq4vblfapx0cobcdoxvzh,PROV-P-1fjpb3vqa7i1nxpe7psu6foo3,PROV-M-6o4q5jbpvlstxvpn6ebux8exn,PROV-O-8ejkyia6rwxgisfkya9di6w1c,losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,,,,,,complete,high,complete,isolated,losartan 50 mg comprimido x 30 comprimido
losartan 50mg,farmex,Losartan Potásico + Hidroclorotiazida 50 mg / 12.5 mg x 30 comprimidos,losartan|50mg|30,losartan|50mg|30|bio:unknown|brand:ascend|combo:hidroclorotiazida|form:solid-oral,losartan-50mg#10,PROV-C-emaxo0srf9djkdgyc7hcavltl,PROV-P-3adkh4hrknihnn5atudoun2g1,PROV-M-bzqwlnafpn7sdo6ezh396l49l,PROV-O-0w27ju0um473t96d4119q916v,hidroclorotiazida+losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,,,,Ascend,,complete,high,complete,isolated,hidroclorotiazida + losartan 50 mg comprimido x 30 comprimido
losartan 50mg,ecofarmacias,Losartan Potásico + Hidroclorotiazida 50 mg/12.5 mg x 30 comp.,losartan|50mg|30,losartan|50mg|30|bio:unknown|brand:unknown|combo:hidroclorotiazida|form:solid-oral,losartan-50mg#11,PROV-C-emaxo0srf9djkdgyc7hcavltl,PROV-P-3adkh4hrknihnn5atudoun2g1,PROV-M-6rr0pxhvllx4e14qpcyowwvih,PROV-O-9sylw65hua12l1x1xkoov7uea,hidroclorotiazida+losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,,,,,,complete,high,complete,isolated,hidroclorotiazida + losartan 50 mg comprimido x 30 comprimido
losartan 50mg,ahumada,Losartan/Hidroclorotiazida 50 mg/12.5 mg x 30 Comprimidos Recubiertos ASCEND,losartan|50mg|30,losartan|50mg|30|bio:unknown|brand:unknown|combo:hidroclorotiazida|form:solid-oral,losartan-50mg#11,PROV-C-emaxo0srf9djkdgyc7hcavltl,PROV-P-3adkh4hrknihnn5atudoun2g1,PROV-M-6rr0pxhvllx4e14qpcyowwvih,PROV-O-809kefqn9yij8flnhae7av1rt,hidroclorotiazida+losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,,,,,,complete,high,complete,isolated,hidroclorotiazida + losartan 50 mg comprimido x 30 comprimido
losartan 50mg,farmex,"Losartán Potásico / Hidroclorotiazida 50 mg / 12,5 mg x 30 comprimidos",losartan|50mg|30,losartan|50mg|30|bio:unknown|brand:opko|combo:hidroclorotiazida|form:solid-oral,losartan-50mg#12,PROV-C-emaxo0srf9djkdgyc7hcavltl,PROV-P-3adkh4hrknihnn5atudoun2g1,PROV-M-dpo59yq60iqrkpq9ypfzl459w,PROV-O-5vmdyjw1wde8bg80b9lrpkajl,hidroclorotiazida+losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,,,,Opko,,complete,high,complete,isolated,hidroclorotiazida + losartan 50 mg comprimido x 30 comprimido
losartan 50mg,ecofarmacias,Losartan 50 mg / Hidroclorotiazida 12.5 mg x 30 Comp.,losartan|50mg|30,losartan|50mg|30|bio:true|brand:unknown|combo:hidroclorotiazida|form:solid-oral,losartan-50mg#13,PROV-C-emaxo0srf9djkdgyc7hcavltl,PROV-P-3adkh4hrknihnn5atudoun2g1,PROV-M-6rr0pxhvllx4e14qpcyowwvih,PROV-O-58i5bhfcckvfvch7x0j70yjys,hidroclorotiazida+losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,,,,,,complete,high,complete,isolated,hidroclorotiazida + losartan 50 mg comprimido x 30 comprimido
losartan 50mg,cruz-verde,Lopren Losartan Potasico 50 mg 30 Comprimidos Recubiertos,lopren|50mg|30,lopren|50mg|30|bio:unknown|brand:unknown|form:solid-oral,losartan-50mg#14,PROV-C-5bobsq4vblfapx0cobcdoxvzh,PROV-P-1fjpb3vqa7i1nxpe7psu6foo3,PROV-M-b3xdt3qnllda3q483x7mfmjnk,PROV-O-6693lcqnd6ut3lfeatzhqc7n9,losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,Lopren,,,,,complete,high,complete,isolated,Lopren losartan 50 mg comprimido x 30 comprimido
losartan 50mg,cruz-verde,Cozaar Losartan Potasico 50 mg 30 Comprimidos,cozaar|50mg|30,cozaar|50mg|30|bio:unknown|brand:unknown|form:solid-oral,losartan-50mg#15,PROV-C-5bobsq4vblfapx0cobcdoxvzh,PROV-P-1fjpb3vqa7i1nxpe7psu6foo3,PROV-M-b1z8gydam58ietlkt3elxss3a,PROV-O-8cwknyxzhhg32gf5kc9b2mc3o,losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,Cozaar,,,,,complete,high,complete,isolated,Cozaar losartan 50 mg comprimido x 30 comprimido
losartan 50mg,cruz-verde,Simperten-D Losartan 50 mg 30 Comprimidos Recubierto,simpertend|50mg|30,simpertend|50mg|30|bio:unknown|brand:unknown|form:solid-oral,losartan-50mg#16,PROV-C-5bobsq4vblfapx0cobcdoxvzh,PROV-P-1fjpb3vqa7i1nxpe7psu6foo3,PROV-M-drh1mf9qd4gfzuwp82vtiq0zl,PROV-O-cnqdncvkia0bo6n6zn4eg1gvw,losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,SimpertenD,,,,,complete,high,complete,isolated,SimpertenD losartan 50 mg comprimido x 30 comprimido
losartan 50mg,salcobrand,Corodin (B) Losartán Potásico 50mg 30 Comprimidos Recubiertos,corodin|50mg|30,corodin|50mg|30|bio:unknown|brand:corodin|form:solid-oral,losartan-50mg#20,PROV-C-5bobsq4vblfapx0cobcdoxvzh,PROV-P-1fjpb3vqa7i1nxpe7psu6foo3,PROV-M-3z8jwo850wrc75k408yx43ymw,PROV-O-dbvsc0c5z6pxqqkw1or0s4zkj,losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,Corodin,,,,,complete,high,complete,isolated,Corodin losartan 50 mg comprimido x 30 comprimido
losartan 50mg,cruz-verde,"Hyzaar Losartan / Hidroclorotiazida 50 mg / 12,5 mg 30 Comprimidos",hyzaar|50mg|30,hyzaar|50mg|30|bio:unknown|brand:unknown|combo:hidroclorotiazida|form:solid-oral,losartan-50mg#21,PROV-C-emaxo0srf9djkdgyc7hcavltl,PROV-P-3adkh4hrknihnn5atudoun2g1,PROV-M-6rr0pxhvllx4e14qpcyowwvih,PROV-O-8knfgm86o0d8j0n7ujjbbdfun,hidroclorotiazida+losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,,,,,,complete,high,complete,isolated,hidroclorotiazida + losartan 50 mg comprimido x 30 comprimido
losartan 50mg,salcobrand,Losapres (B) Losartán 50mg 30 Comprimidos Recubiertos,losapres|50mg|30,losapres|50mg|30|bio:unknown|brand:losapres|form:solid-oral,losartan-50mg#23,PROV-C-5bobsq4vblfapx0cobcdoxvzh,PROV-P-1fjpb3vqa7i1nxpe7psu6foo3,PROV-M-8yyhm06tehkjyl0ra9js7zzjr,PROV-O-8i0jzkjimhd6v48toe4d1jtin,losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,Losapres,,,,,complete,high,complete,isolated,Losapres losartan 50 mg comprimido x 30 comprimido
losartan 50mg,cruz-verde,Corodin Losartan Potasico 50 mg 30 Comprimidos,corodin|50mg|30,corodin|50mg|30|bio:unknown|brand:unknown|form:solid-oral,losartan-50mg#24,PROV-C-5bobsq4vblfapx0cobcdoxvzh,PROV-P-1fjpb3vqa7i1nxpe7psu6foo3,PROV-M-3z8jwo850wrc75k408yx43ymw,PROV-O-9pe9p839nxkbry3819jc7ybiq,losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,Corodin,,,,,complete,high,complete,isolated,Corodin losartan 50 mg comprimido x 30 comprimido
losartan 50mg,cruz-verde,Losapres Losartán Potásico 50 mg 30 Comprimidos Recubiertos,losapres|50mg|30,losapres|50mg|30|bio:unknown|brand:unknown|form:solid-oral,losartan-50mg#25,PROV-C-5bobsq4vblfapx0cobcdoxvzh,PROV-P-1fjpb3vqa7i1nxpe7psu6foo3,PROV-M-8yyhm06tehkjyl0ra9js7zzjr,PROV-O-cq9f25lwvegxj6shwscnthkk1,losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,Losapres,,,,,complete,high,complete,isolated,Losapres losartan 50 mg comprimido x 30 comprimido
losartan 50mg,salcobrand,Cozaar (R) Losartán 50mg 30 Comprimidos Recubiertos,cozaar|50mg|30,cozaar|50mg|30|bio:unknown|brand:cozaar|form:solid-oral,losartan-50mg#26,PROV-C-5bobsq4vblfapx0cobcdoxvzh,PROV-P-1fjpb3vqa7i1nxpe7psu6foo3,PROV-M-b1z8gydam58ietlkt3elxss3a,PROV-O-0q7971otb791xumcejry2a5eu,losartan,vocabulary,conc:mass:50mg,mass-only,,oral,30,,,Cozaar,,,,,complete,high,complete,isolated,Cozaar losartan 50 mg comprimido x 30 comprimido
losartan 50mg,araucomed,"Losartan Hidroclorotiazida 50/12,5 x30com (Eurofarma)",losartan|30,losartan|30|bio:unknown|brand:eurofarma|form:solid-oral,losartan-50mg#27,PROV-C-ectq41uhjcdiu7wvctd7sdd1p,PROV-P-8wyayxk5bvrk75cgxrlc57aa0,PROV-M-cuhujn9f6x04ndnrmd2tzts3d,PROV-O-d1k74u838hl1qqrn1a2tyl4j3,hidroclorotiazida+losartan,vocabulary,conc:?,absent,,oral,30,,,,,,Eurofarma,,ambiguous,ambiguous,complete,isolated,hidroclorotiazida + losartan comprimido x 30
losartan 50mg,ecofarmacias,Losartan + Hidroclorotiazida 100/25 x 30 Comp Eurofarma,losartan|30,losartan|30|bio:unknown|brand:unknown|combo:hidroclorotiazida|form:solid-oral,losartan-50mg#30,PROV-C-58l6f9e88ngz36hdvg4enj7sf,PROV-P-9z1gn0l4s1ugaq2caq5ejtu3v,PROV-M-1i6yqkjwd58822qwp27x8py7v,PROV-O-amn6np6ujusmz03wvz3esmn9x,hidroclorotiazida+losartan,vocabulary,conc:?,absent,,oral,30,,,,,,,,ambiguous,ambiguous,complete,isolated,hidroclorotiazida + losartan comprimido x 30 comprimido
losartan 50mg,salcobrand,Losartan / Hidroclorotiazida (B) 50/12.5 30 Comprimidos Recubiertos,losartan|30,losartan|30|bio:unknown|brand:unknown|combo:hidroclorotiazida|form:solid-oral,losartan-50mg#30,PROV-C-58l6f9e88ngz36hdvg4enj7sf,PROV-P-9z1gn0l4s1ugaq2caq5ejtu3v,PROV-M-1i6yqkjwd58822qwp27x8py7v,PROV-O-batxf79ccgalt794i3le5xpyk,hidroclorotiazida+losartan,vocabulary,conc:?,absent,,oral,30,,,,,,,,ambiguous,ambiguous,complete,isolated,hidroclorotiazida + losartan comprimido x 30 comprimido
losartan 50mg,salcobrand,Hyzaar Losartán Potásico / Hidroclorotiazida 30 Comprimidos Recubiertos,hyzaar|30,hyzaar|30|bio:unknown|brand:hyzaar|combo:hidroclorotiazida|form:solid-oral,losartan-50mg#36,PROV-C-58l6f9e88ngz36hdvg4enj7sf,PROV-P-9z1gn0l4s1ugaq2caq5ejtu3v,PROV-M-7ynihycqmt01ifvebsvd5365f,PROV-O-3kp4y12l3i4dwztl1qbktogn2,hidroclorotiazida+losartan,vocabulary,conc:?,absent,,oral,30,,,Hyzaar,,,,,ambiguous,ambiguous,complete,isolated,Hyzaar hidroclorotiazida + losartan comprimido x 30 comprimido
losartan 50mg,salcobrand,Hyzaar Forte Hidroclorotiazida / Losartán 30 Comprimidos Recubiertos,hyzaar|30,hyzaar|30|bio:unknown|brand:hyzaar|combo:losartan|form:solid-oral,losartan-50mg#37,PROV-C-58l6f9e88ngz36hdvg4enj7sf,PROV-P-9z1gn0l4s1ugaq2caq5ejtu3v,PROV-M-7ynihycqmt01ifvebsvd5365f,PROV-O-b6ctv72u3qqshr7s3ts2og3m7,hidroclorotiazida+losartan,vocabulary,conc:?,absent,,oral,30,,,Hyzaar,,,,,ambiguous,ambiguous,complete,isolated,Hyzaar hidroclorotiazida + losartan comprimido x 30 comprimido
paracetamol 500mg,dr-simi,Tapsin InstaFLU día paracetamol 500 mg pseudoefedrina 60 mg 1 sobre polvo para solución oral 5 g,tapsin|500mg|d,tapsin|500mg|d|bio:false|brand:maver|var:instaflu|form:fluid-oral,paracetamol-500mg#12,PROV-C-09nhvhepdya0ze9vs7zfl7174,PROV-P-3y9lzpa68jdhl2vqi6p6y3wp8,PROV-M-4w88394ptqr5fwxuv5yzud3tj,PROV-O-37r3qst45mxce0p68s70qzobk,paracetamol+pseudoefedrina,vocabulary,conc:mass:500mg,mass-only,,oral,1,,,Tapsin,instaflu,day,Maver,,complete,high,isolated,isolated,Tapsin paracetamol + pseudoefedrina instaflu 500 mg liquido-oral x 1 sobre
paracetamol 500mg,farmex,Tapsin Puro Paracetamol 500 mg x 16 comprimidos,tapsin|500mg|16,tapsin|500mg|16|bio:unknown|brand:maver|var:puro|form:solid-oral,paracetamol-500mg#13,PROV-C-dbss9ahxw9lb46oqoyy9zpq0q,PROV-P-8qll8t4sddxqqqkdm1sbpyd2w,PROV-M-8slq2y38f3trneah9vh7fv0lz,PROV-O-3a3lsscds4827rrlaq5pvvcom,paracetamol,vocabulary,conc:mass:500mg,mass-only,,oral,16,,,Tapsin,puro,,Maver,,complete,high,complete,isolated,Tapsin paracetamol puro 500 mg comprimido x 16 comprimido
paracetamol 500mg,dr-simi,Tapsin paracetamol 500 mg 24 comprimidos,tapsin|500mg|24,tapsin|500mg|24|bio:true|brand:maver|form:solid-oral,paracetamol-500mg#15,PROV-C-dbss9ahxw9lb46oqoyy9zpq0q,PROV-P-6th3dl0jni9vwg2kreflhbk8h,PROV-M-553ui7yeddo0jl9d80bhewcy2,PROV-O-9v209fx1e5ctwupeekg71fxzi,paracetamol,vocabulary,conc:mass:500mg,mass-only,,oral,24,,,Tapsin,,,Maver,,complete,high,complete,isolated,Tapsin paracetamol 500 mg comprimido x 24 comprimido
paracetamol 500mg,cruz-verde,Tapsin Puro Sin Cafeina Paracetamol 500 mg 16 Comprimidos,tapsin|500mg|16,tapsin|500mg|16|bio:unknown|brand:unknown|var:puro|form:solid-oral,paracetamol-500mg#16,PROV-C-dbss9ahxw9lb46oqoyy9zpq0q,PROV-P-8qll8t4sddxqqqkdm1sbpyd2w,PROV-M-1bqrssij2zkdrn9mf7owp5bq4,PROV-O-apqspf24t2qlcsnsszvzld7ho,paracetamol,vocabulary,conc:mass:500mg,mass-only,,oral,16,,,Tapsin,puro,,,,complete,high,complete,isolated,Tapsin paracetamol puro 500 mg comprimido x 16 comprimido
paracetamol 500mg,ecofarmacias,Tapsin Puro Sin Cafeina Paracetamol 500 mg x 16 Comprimidos,tapsin|500mg|16,tapsin|500mg|16|bio:true|brand:unknown|var:puro|form:solid-oral,paracetamol-500mg#17,PROV-C-dbss9ahxw9lb46oqoyy9zpq0q,PROV-P-8qll8t4sddxqqqkdm1sbpyd2w,PROV-M-1bqrssij2zkdrn9mf7owp5bq4,PROV-O-6dsszd3juoqrmkv6hvcd4uib2,paracetamol,vocabulary,conc:mass:500mg,mass-only,,oral,16,,,Tapsin,puro,,,,complete,high,complete,isolated,Tapsin paracetamol puro 500 mg comprimido x 16 comprimido
paracetamol 500mg,ahumada,Tapsin Puro Sin Cafeina 500 mg x 24 Comprimidos,tapsin|500mg|24,tapsin|500mg|24|bio:true|brand:unknown|var:puro|form:solid-oral,paracetamol-500mg#21,PROV-C-d6ktlkngwdzqxlefsj7mlgibd,PROV-P-8uwzmcfa1dejcstp2lghr1og4,PROV-M-2pbfegkd1nbg25rtvatc6nsa4,PROV-O-8yg8jkdq8pdnd953dgow5fjhs,,,conc:mass:500mg,mass-only,,oral,24,,,,puro,,,,isolated,low,complete,isolated,Tapsin puro 500 mg comprimido x 24 comprimido
paracetamol 500mg,araucomed,Tapsin Forte x 30 comprimidos,tapsin|30,tapsin|30|bio:unknown|brand:maver|var:forte|form:solid-oral,paracetamol-500mg#36,PROV-C-19s9kx9t81e4mquy1yyfy3etj,PROV-P-e43craq83m17fwe8h8r8bgn2w,PROV-M-6p6lfp4b9rqp8pkyvveu1c40v,PROV-O-b9hb8f1iqv9lthbh165i251oh,,,conc:?,absent,,oral,30,,,,forte,,Maver,,ambiguous,ambiguous,complete,isolated,Tapsin forte comprimido x 30 comprimido
paracetamol 500mg,salcobrand,Tapsin Forte (B) Paracetamol  20 Comprimidos Recubiertos,tapsin|20,tapsin|20|bio:unknown|brand:tapsinforte|var:forte|form:solid-oral,paracetamol-500mg#41,PROV-C-1byjldr0m32sje9tr01rfw98s,PROV-P-4b58ms53iijfon5iqc0hkg23q,PROV-M-b2y3ms4pdkbbzulv3e2x52ci9,PROV-O-5jloj43776mm6pz43bpf4eby3,paracetamol,vocabulary,conc:?,absent,,oral,20,,,Tapsin Forte,forte,,,,ambiguous,ambiguous,complete,isolated,Tapsin Forte paracetamol forte comprimido x 20 comprimido
paracetamol 500mg,easyfarma,Paracetamol/Tramadol...,paracetamol,paracetamol|bio:unknown|brand:unknown|combo:tramadol,paracetamol-500mg#42,PROV-C-epfixbpw74i76v563i8rfyf5g,PROV-P-4b5bd3agba5tmlksbq3qu4re9,PROV-M-3id6r8jxbs402kb4vlhisp6yy,PROV-O-21dyqcxrl6i09an4ltmcoy1ua,paracetamol+tramadol,vocabulary+combination,conc:?,absent,,,,,,,,,,,ambiguous,ambiguous,isolated,isolated,paracetamol + tramadol
paracetamol 500mg,salcobrand,Tapsin Limonada (B) Paracetamol Día 5g,tapsin|5000mg|d,tapsin|5000mg|d|bio:unknown|brand:tapsin|var:limonada,paracetamol-500mg#48,PROV-C-1qzdfsp5d4gw8i2ss6cpgffxh,PROV-P-aau2nv3cd4eo7boeiarpakldg,PROV-M-6lw76cvmcewc61dgqj0iaajdn,PROV-O-299v37eylpmx4bwdg2t8dqf67,paracetamol,vocabulary,conc:mass:5000mg,mass-only,,,,,,Tapsin,limonada,day,,,isolated,low,isolated,isolated,Tapsin paracetamol limonada 5 g
paracetamol 500mg,dr-simi,Tapsin infantil paracetamol 160 mg 16 comprimidos masticables infantil,tapsin|160mg|16,tapsin|160mg|16|bio:false|brand:maver|var:infantil|form:solid-oral,paracetamol-500mg#66,PROV-C-69epma2srhpi1m3r15iajcfpk,PROV-P-0hj5ulg9lf9h4ev2is7bc6qdb,PROV-M-35v4o35qm9lq3kes4pqemks5u,PROV-O-f439e1tr7l54pdhyk8ragl0tp,paracetamol,vocabulary,conc:mass:160mg,mass-only,,oral,16,,,Tapsin,infantil,,Maver,,complete,high,complete,isolated,Tapsin paracetamol infantil 160 mg comprimido x 16 comprimido
paracetamol 500mg,ahumada,Tapsin 160 mg x 16 Comprimidos Masticables,tapsin|160mg|16,tapsin|160mg|16|bio:unknown|brand:unknown|form:solid-oral,paracetamol-500mg#70,PROV-C-ey3mwk672q9flwii2dbouo2y3,PROV-P-5ij9e3za5p73lnvio7idjy9fz,PROV-M-08i7dmr0f199qcaf9cfv9eqve,PROV-O-85yjkywxsjpc4yc3tsvaxx7h5,,,conc:mass:160mg,mass-only,,oral,16,,,,,,,,isolated,low,complete,isolated,Tapsin 160 mg comprimido x 16 comprimido
paracetamol 500mg,ecofarmacias,Tapsin Paracetamol 100 mg/ml Gotas x 15 mL,tapsin|15ml|15,tapsin|15ml|15|bio:unknown|brand:unknown|form:fluid-oral,paracetamol-500mg#76,PROV-C-4h0rjlrb29n4y1j9yj00teakk,PROV-P-1ywy2vk0nwngjsefogagvplcg,PROV-M-141nm52hyra1yf2uu0amg10qk,PROV-O-1g6q8m2puxpvifuzwkp2mfjyp,paracetamol,vocabulary,conc:ratio:100mg/ml,ratio,,oral,,15ml,,Tapsin,,,,,isolated,low,isolated,isolated,Tapsin paracetamol 100 mg/ml liquido-oral 15 ml
paracetamol 500mg,salcobrand,Tapsin Infantil Gotas (B) Paracetamol 15ml,tapsin|15ml,tapsin|15ml|bio:unknown|brand:tapsin|var:infantil|form:fluid-oral,paracetamol-500mg#85,PROV-C-a02khzvmfowpn9rws3nkryrx1,PROV-P-coj2w8a7rto2xx4bedarz294h,PROV-M-1g0ts49tf6od1ocq4xok6cuzx,PROV-O-dz4nzsynpomsgjlj5qpryohm0,paracetamol,vocabulary,conc:?,absent,,oral,,15ml,,Tapsin,infantil,,,,ambiguous,ambiguous,isolated,isolated,Tapsin paracetamol infantil liquido-oral 15 ml
paracetamol 500mg,araucomed,Tapsin Infantil 120mg/5ml jarabe x 100 ml.,tapsin|100ml|100,tapsin|100ml|100|bio:unknown|brand:maver|var:infantil|form:fluid-oral,paracetamol-500mg#89,PROV-C-3p6v8kx5rou7jhotqbj6eiats,PROV-P-bi96ntfutddx0xbfc9pusipyy,PROV-M-4ycgi9ioc2vgq2eqc7u4y4tax,PROV-O-1clbc5dkad27ooqk3xrnl64vk,,,conc:ratio:24mg/ml,ratio,,oral,,100ml,,,infantil,,Maver,,isolated,low,isolated,isolated,Tapsin infantil 120 mg/5 ml liquido-oral 100 ml
